,Player,Pos,FG-per-36,FGA-per-36,FG%-per-36,3P-per-36,3PA-per-36,3P%-per-36,2P-per-36,2PA-per-36,2P%-per-36,FT-per-36,FTA-per-36,FT%-per-36,ORB-per-36,DRB-per-36,TRB-per-36,AST-per-36,STL-per-36,BLK-per-36,TOV-per-36,PF-per-36,PTS-per-36,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Team,Season,Season Type,Games,Fast Break Pts,Points In Paint,Points off TO,2nd Chance PTS,Q1 Points Per Game,Q2 Points Per Game,Q3 Points Per Game,Q4 Points Per Game,Points scored per shot
0,Alex Abrines,SG,3.7,9.2,0.395,2.7,7.0,0.38,1.0,2.2,0.44299999999999995,1.2,1.5,0.848,0.8,2.8,3.6,0.9,1.2,0.3,0.8,3.9,11.2,9.0,0.5670000000000001,0.759,0.158,2.5,8.9,5.6,3.4,1.7,0.6,7.4,12.7,1.3,1.0,2.2,0.094,-0.5,-1.7,-2.2,-0.1,Thunder,2017-2018,REG,64,0.72,0.84,0.81,0.66,1.27,1.28,0.69,1.5,1.202
1,Quincy Acy,PF,3.4,9.7,0.35600000000000004,2.7,7.7,0.349,0.7,1.9,0.384,1.3,1.6,0.8170000000000001,1.1,5.7,6.8,1.5,0.9,0.8,1.6,3.9,10.9,8.2,0.525,0.8,0.16399999999999998,3.1,17.0,10.0,6.0,1.2,1.6,13.3,14.4,-0.1,1.1,1.0,0.036000000000000004,-2.0,-0.2,-2.2,-0.1,Nets,2017-2018,REG,59,0.24,0.61,0.78,0.36,1.12,1.39,1.64,1.27,1.081
2,Steven Adams,C,6.5,10.3,0.629,0.0,0.0,0.0,6.5,10.3,0.631,2.3,4.1,0.5589999999999999,5.6,4.4,9.9,1.3,1.3,1.1,1.9,3.1,15.3,20.6,0.63,0.003,0.402,16.6,13.9,15.3,5.5,1.8,2.8,13.2,16.7,6.7,3.0,9.7,0.187,2.2,1.1,3.3,3.3,Thunder,2017-2018,REG,64,1.33,11.63,1.77,4.45,5.09,3.22,3.44,1.91,1.482
3,Bam Adebayo,C,4.6,8.9,0.512,0.0,0.2,0.0,4.6,8.8,0.523,3.4,4.7,0.721,3.1,6.9,10.0,2.7,0.8,1.1,1.7,3.6,12.6,15.7,0.57,0.021,0.526,9.7,21.6,15.6,11.0,1.2,2.5,13.6,15.9,2.3,1.9,4.2,0.14800000000000002,-1.6,1.8,0.2,0.8,Heat,2017-2018,REG,59,0.49,4.71,0.85,1.27,1.64,1.81,1.51,2.02,1.4409999999999998
4,Arron Afflalo,SG,3.4,8.6,0.401,1.4,3.7,0.386,2.0,4.9,0.413,1.2,1.4,0.846,0.2,3.3,3.5,1.6,0.2,0.5,1.1,3.0,9.4,5.8,0.516,0.43200000000000005,0.16,0.6,10.1,5.3,6.2,0.3,1.1,10.8,12.5,-0.1,0.2,0.1,0.009000000000000001,-4.1,-1.8,-5.8,-0.7,Magic,2017-2018,REG,46,0.3,0.87,0.61,0.24,0.28,1.07,0.41,1.61,1.099
5,Cole Aldrich,C,3.7,11.0,0.33299999999999996,0.0,0.0,,3.7,11.0,0.33299999999999996,1.5,4.4,0.33299999999999996,2.2,8.8,11.0,2.2,1.5,0.7,0.7,8.1,8.8,6.0,0.34,0.0,0.4,7.0,28.6,17.7,8.2,2.0,1.8,5.4,16.8,-0.1,0.1,0.0,-0.013000000000000001,-7.0,0.1,-6.9,-0.1,Timberwolves,2017-2018,REG,16,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.5,0.727
6,LaMarcus Aldridge,C,9.9,19.3,0.51,0.4,1.3,0.293,9.5,18.0,0.526,4.8,5.7,0.8370000000000001,3.5,5.6,9.1,2.2,0.6,1.3,1.6,2.3,24.9,25.0,0.57,0.068,0.29600000000000004,10.8,17.3,14.0,11.3,0.9,3.0,6.8,29.1,7.4,3.5,10.9,0.209,3.0,0.3,3.3,3.3,Spurs,2017-2018,REG,62,0.68,10.94,3.02,4.47,6.52,5.11,5.92,4.69,1.262
7,Jarrett Allen,C,5.8,9.9,0.589,0.1,0.4,0.33299999999999996,5.7,9.5,0.599,2.8,3.7,0.7759999999999999,3.6,6.1,9.7,1.2,0.7,2.2,2.0,3.7,14.7,17.5,0.636,0.038,0.37,10.5,18.2,14.3,5.4,0.9,4.6,15.1,16.3,2.7,1.5,4.2,0.141,-1.3,1.4,0.2,0.8,Nets,2017-2018,REG,58,0.47,6.24,1.03,1.72,1.97,1.76,2.19,2.05,1.455
8,Kadeem Allen,PG,2.0,7.4,0.273,0.0,3.7,0.0,2.0,3.7,0.545,2.4,3.0,0.778,1.3,2.4,3.7,4.0,1.0,0.7,3.0,5.0,6.4,2.6,0.366,0.5,0.409,4.1,7.1,5.6,15.2,1.4,1.6,25.7,14.6,-0.2,0.1,-0.1,-0.039,-6.7,0.3,-6.4,-0.1,Celtics,2017-2018,REG,8,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.63,0.833
9,Tony Allen,SF,5.8,12.0,0.484,0.5,1.6,0.33299999999999996,5.3,10.4,0.506,1.5,2.8,0.524,2.6,3.6,6.2,1.2,1.5,0.4,2.5,6.5,13.6,8.7,0.514,0.132,0.231,8.2,10.4,9.3,4.6,1.9,0.9,15.9,18.9,-0.2,0.2,0.1,0.017,-4.0,-1.3,-5.2,-0.2,Pelicans,2017-2018,REG,20,1.15,3.8,1.0,0.9,0.7,1.5,0.8,2.15,1.179
10,Al-Farouq Aminu,PF,4.0,10.1,0.395,2.2,5.9,0.369,1.8,4.2,0.43200000000000005,1.0,1.4,0.738,1.7,7.4,9.1,1.5,1.4,0.7,1.4,2.4,11.2,12.0,0.522,0.5820000000000001,0.13699999999999998,5.2,22.3,13.8,5.8,1.9,1.6,11.3,14.8,0.9,3.2,4.2,0.09699999999999999,-0.8,1.9,1.1,1.6,Trail Blazers,2017-2018,REG,55,0.75,2.73,1.62,1.16,2.8,1.89,2.87,1.53,1.115
11,Justin Anderson,SF,6.0,14.0,0.431,2.4,7.1,0.33,3.7,6.9,0.535,1.9,2.6,0.737,1.7,4.7,6.5,1.7,1.0,0.5,1.1,3.7,16.4,13.0,0.54,0.51,0.188,5.4,13.6,9.6,7.1,1.4,1.1,6.8,19.3,0.6,0.7,1.2,0.115,-0.5,-1.5,-2.0,0.0,76ers,2017-2018,REG,28,0.86,2.43,0.96,0.75,1.21,1.89,1.39,1.21,1.168
12,Kyle Anderson,SF,4.2,8.0,0.527,0.3,1.0,0.33299999999999996,3.9,6.9,0.556,1.9,2.7,0.7120000000000001,1.5,5.7,7.2,3.7,2.1,1.1,1.7,2.1,10.6,15.9,0.5820000000000001,0.13,0.33299999999999996,4.7,17.6,11.1,14.7,2.9,2.5,15.8,13.5,2.4,3.8,6.2,0.151,-0.3,4.3,4.1,3.0,Spurs,2017-2018,REG,61,0.84,4.85,1.16,1.31,1.72,1.97,2.26,2.11,1.3159999999999998
13,Ryan Anderson,PF,4.3,10.0,0.431,2.7,7.1,0.386,1.6,2.9,0.539,1.5,1.9,0.774,2.0,4.9,6.9,1.3,0.5,0.4,0.9,2.6,12.9,12.6,0.5920000000000001,0.706,0.19399999999999998,6.2,15.4,10.8,5.1,0.7,1.0,7.5,14.4,3.1,1.7,4.8,0.132,1.0,-0.8,0.2,1.0,Rockets,2017-2018,REG,57,0.81,1.65,1.68,1.42,3.12,2.6,2.3,1.96,1.284
14,Ike Anigbogu,C,4.8,10.8,0.444,0.0,0.0,,4.8,10.8,0.444,6.0,7.2,0.833,6.0,4.8,10.8,0.0,1.2,3.6,2.4,1.2,15.6,21.6,0.5579999999999999,0.0,0.667,19.0,15.0,16.9,0.0,1.7,8.9,14.7,20.3,0.1,0.0,0.1,0.165,-4.1,-1.2,-5.4,0.0,Pacers,2017-2018,REG,10,0.0,0.2,0.0,0.8,0.0,0.0,0.0,1.3,1.444
15,Giannis Antetokounmpo,PF,9.7,18.3,0.529,0.6,1.8,0.307,9.1,16.5,0.5539999999999999,6.4,8.4,0.76,2.0,7.8,9.8,4.7,1.4,1.4,2.9,3.0,26.3,27.3,0.598,0.1,0.457,6.7,25.3,16.0,23.7,2.0,3.3,11.7,31.2,8.3,3.6,11.9,0.207,3.9,1.9,5.8,5.4,Bucks,2017-2018,REG,64,4.66,15.94,4.05,3.05,6.86,6.34,7.72,6.27,1.445
16,Carmelo Anthony,PF,6.8,16.8,0.40399999999999997,2.4,6.8,0.35700000000000004,4.4,10.0,0.43700000000000006,2.1,2.8,0.767,1.0,5.6,6.5,1.5,0.7,0.7,1.4,2.8,18.2,12.7,0.503,0.406,0.165,2.9,17.7,10.0,6.5,0.9,1.8,7.3,23.2,1.2,2.5,3.7,0.071,-1.9,-1.9,-3.8,-1.1,Thunder,2017-2018,REG,66,1.89,3.33,2.8,2.55,5.06,4.14,4.97,2.58,1.088
17,OG Anunoby,SF,4.0,8.4,0.47100000000000003,1.8,4.8,0.371,2.2,3.6,0.604,0.9,1.5,0.629,1.1,3.4,4.5,1.3,1.3,0.3,1.1,3.2,10.6,10.0,0.5870000000000001,0.569,0.179,3.4,10.4,7.0,5.0,1.7,0.8,10.8,12.4,1.4,1.6,3.0,0.098,0.2,0.4,0.6,1.0,Raptors,2017-2018,REG,60,0.93,2.33,1.22,0.72,1.92,1.3,1.88,0.8,1.2329999999999999
18,Ryan Arcidiacono,PG,2.0,4.9,0.415,1.1,3.7,0.29,0.9,1.2,0.8,0.6,0.7,0.833,0.1,2.8,3.0,4.1,1.5,0.0,1.5,2.1,5.7,7.3,0.55,0.7559999999999999,0.146,0.3,8.8,4.4,15.5,2.1,0.0,23.0,8.1,0.1,0.2,0.3,0.04,-3.3,-0.7,-4.1,-0.2,Bulls,2017-2018,REG,13,0.0,0.31,0.62,0.0,0.38,0.23,0.0,0.54,1.25
19,Trevor Ariza,SF,4.3,10.3,0.41200000000000003,2.7,7.3,0.368,1.6,3.0,0.519,1.2,1.4,0.8540000000000001,0.5,4.1,4.7,1.7,1.6,0.2,0.8,2.1,12.4,11.8,0.5670000000000001,0.71,0.13699999999999998,1.7,12.9,7.3,6.8,2.1,0.5,7.0,14.4,2.6,2.8,5.3,0.113,0.8,0.7,1.5,2.0,Rockets,2017-2018,REG,55,2.91,2.87,2.51,1.02,3.71,2.76,2.98,2.44,1.235
20,Darrell Arthur,PF,5.6,12.0,0.46799999999999997,2.0,5.9,0.348,3.6,6.1,0.583,0.5,0.8,0.667,0.8,3.1,3.8,2.3,2.0,0.8,3.8,5.6,13.8,8.4,0.5589999999999999,0.489,0.064,2.4,9.5,6.0,9.3,2.8,1.8,23.7,19.5,-0.2,0.1,0.0,-0.011000000000000001,-3.5,-1.0,-4.5,-0.1,Nuggets,2017-2018,REG,18,0.0,0.67,0.28,0.11,0.72,0.89,0.28,0.94,1.133
21,Jamel Artis,SG,4.0,10.2,0.392,1.0,3.7,0.276,3.0,6.5,0.46,0.9,1.5,0.583,0.5,4.4,4.9,2.3,0.3,0.4,1.0,1.4,9.9,6.9,0.457,0.36700000000000005,0.152,1.6,13.5,7.5,9.3,0.4,0.9,8.7,14.5,-0.1,0.1,0.0,-0.006,-4.3,-1.5,-5.9,-0.3,Magic,2017-2018,REG,5,0.0,1.2,0.0,0.4,0.0,0.0,0.0,1.8,0.529
22,Omer Asik,C,1.8,4.4,0.409,0.0,0.0,,1.8,4.4,0.409,0.8,2.6,0.308,1.8,7.5,9.3,0.6,0.4,0.8,1.8,4.0,4.4,3.1,0.397,0.0,0.591,5.5,22.2,14.0,2.1,0.5,1.9,24.5,8.7,-0.2,0.2,-0.1,-0.021,-8.1,0.0,-8.1,-0.3,"Pelicans, Bulls",2017-2018,REG,14,0.0,0.71,0.21,0.29,0.14,0.29,0.21,0.64,1.125
23,D.J. Augustin,PG,5.0,11.0,0.452,2.3,5.6,0.419,2.7,5.5,0.485,3.4,3.9,0.868,0.6,2.7,3.3,5.9,1.1,0.0,2.5,1.9,15.7,15.4,0.615,0.504,0.35,1.9,8.2,5.0,24.4,1.5,0.0,16.5,18.6,3.3,0.8,4.1,0.11,1.5,-2.5,-0.9,0.5,Magic,2017-2018,REG,62,0.95,2.58,1.44,0.65,2.23,3.15,2.19,2.29,1.4609999999999999
24,Luke Babbitt,SF,4.6,10.8,0.423,3.0,7.9,0.385,1.6,3.0,0.525,0.9,1.1,0.773,0.4,4.5,4.8,1.6,0.4,0.4,1.0,2.7,13.0,9.8,0.5760000000000001,0.726,0.102,1.1,13.9,7.5,6.5,0.5,0.8,7.8,15.0,0.5,0.4,0.9,0.06,-1.0,-2.2,-3.2,-0.2,"Hawks, Heat",2017-2018,REG,46,0.37,0.61,1.09,0.39,1.67,1.15,1.15,1.59,1.255
25,Dwayne Bacon,SG,3.6,9.7,0.375,0.6,2.2,0.256,3.1,7.5,0.409,1.0,1.3,0.8,0.2,6.1,6.3,1.9,0.8,0.1,1.2,2.3,8.8,5.8,0.431,0.22399999999999998,0.13,0.6,18.5,9.4,7.5,1.1,0.2,10.2,13.7,-0.7,0.6,-0.1,-0.006999999999999999,-5.4,-0.3,-5.7,-0.7,Hornets,2017-2018,REG,45,0.18,0.71,0.56,0.2,0.69,0.49,0.71,0.51,0.8640000000000001
26,Ron Baker,SG,1.9,5.5,0.33899999999999997,1.0,3.1,0.33299999999999996,0.8,2.4,0.34600000000000003,1.9,2.4,0.769,0.5,2.3,2.8,4.4,2.4,0.6,1.7,3.1,6.6,9.3,0.504,0.5589999999999999,0.441,1.4,7.2,4.3,15.5,3.3,1.3,20.4,10.0,0.1,0.4,0.5,0.059000000000000004,-1.9,0.9,-1.0,0.1,Knicks,2017-2018,REG,29,0.07,0.55,0.45,0.07,0.41,0.76,0.41,0.86,1.203
27,Lonzo Ball,PG,4.1,11.4,0.36,1.8,6.0,0.305,2.3,5.4,0.42,0.6,1.4,0.451,1.4,5.9,7.3,7.6,1.8,0.9,2.8,2.4,10.7,12.5,0.444,0.523,0.126,4.2,17.3,10.8,29.2,2.4,2.0,18.6,17.4,-0.5,2.5,2.0,0.053,-0.8,2.5,1.7,1.7,Lakers,2017-2018,REG,46,1.37,3.87,1.83,1.17,2.33,2.65,3.3,1.74,0.9440000000000001
28,J.J. Barea,PG,6.8,15.5,0.439,2.6,7.0,0.36700000000000005,4.2,8.5,0.499,1.8,2.3,0.784,0.3,4.2,4.5,9.7,0.8,0.1,3.2,1.9,18.0,17.8,0.545,0.45399999999999996,0.14800000000000002,1.0,13.4,7.0,45.1,1.1,0.2,16.3,24.9,2.3,1.0,3.3,0.098,2.4,-2.3,0.1,0.8,Mavericks,2017-2018,REG,63,1.33,4.19,2.1,0.84,2.32,3.63,2.13,3.33,1.148
29,Harrison Barnes,PF,7.3,16.5,0.445,1.6,4.6,0.35700000000000004,5.7,12.0,0.478,3.5,4.3,0.8270000000000001,1.1,5.3,6.4,2.1,0.7,0.2,1.6,1.3,19.8,15.8,0.539,0.276,0.259,3.1,17.1,9.9,9.9,0.9,0.5,8.1,25.2,2.0,1.9,3.8,0.07,-0.7,-1.4,-2.1,-0.1,Mavericks,2017-2018,REG,66,0.89,7.55,2.26,1.47,5.12,4.38,5.39,3.62,1.2109999999999999
30,Will Barton,SG,6.2,13.8,0.452,2.1,5.7,0.37,4.1,8.1,0.51,2.4,3.0,0.805,0.9,4.5,5.5,4.4,1.1,0.7,2.0,2.3,17.0,16.2,0.562,0.41100000000000003,0.22,3.0,14.2,8.6,18.5,1.5,1.6,11.7,20.7,4.4,1.8,6.2,0.111,1.6,-0.6,1.0,2.0,Nuggets,2017-2018,REG,68,3.34,6.85,2.74,1.47,3.88,3.81,3.19,3.93,1.215
31,Nicolas Batum,SG,4.9,11.8,0.415,1.7,5.0,0.336,3.2,6.8,0.473,2.0,2.4,0.831,1.0,4.5,5.6,6.3,1.2,0.4,2.4,1.3,13.4,14.4,0.523,0.42200000000000004,0.2,3.1,13.8,8.4,26.2,1.6,1.0,15.6,18.3,1.7,1.8,3.5,0.084,0.9,0.5,1.4,1.7,Hornets,2017-2018,REG,55,0.78,2.84,1.85,1.2,4.04,2.27,3.95,1.87,1.138
32,Jerryd Bayless,SG,4.2,10.2,0.41600000000000004,2.1,5.7,0.37,2.1,4.5,0.474,1.4,1.7,0.795,0.6,2.5,3.1,2.1,0.9,0.2,1.8,3.5,11.9,7.5,0.546,0.557,0.168,1.8,7.3,4.7,8.0,1.2,0.5,14.1,15.1,0.2,0.9,1.1,0.055,-1.8,-1.0,-2.7,-0.2,76ers,2017-2018,REG,39,0.82,2.26,0.97,1.31,2.0,2.23,1.62,2.03,1.172
33,Aron Baynes,C,5.1,10.8,0.47100000000000003,0.1,0.5,0.14300000000000002,5.0,10.3,0.48700000000000004,1.4,1.9,0.7559999999999999,3.2,7.4,10.5,2.3,0.5,1.2,1.9,4.8,11.7,12.1,0.502,0.047,0.175,9.7,22.1,16.0,9.6,0.7,2.9,14.3,16.8,0.5,2.5,3.0,0.09699999999999999,-3.8,2.1,-1.7,0.1,Celtics,2017-2018,REG,67,0.03,3.43,0.48,1.4,2.22,1.01,1.67,0.81,1.101
34,Kent Bazemore,SG,5.7,13.6,0.42,2.2,5.5,0.39399999999999996,3.5,8.1,0.43799999999999994,3.2,4.0,0.7959999999999999,0.5,4.5,5.0,4.6,2.0,0.9,3.2,3.0,16.8,14.5,0.547,0.405,0.297,1.6,13.9,7.7,20.1,2.7,2.2,17.0,22.5,0.2,2.0,2.2,0.059000000000000004,-0.6,1.1,0.4,1.1,Hawks,2017-2018,REG,65,1.97,3.88,3.08,1.12,2.82,2.77,3.6,3.68,1.237
35,Bradley Beal,SG,8.3,17.9,0.46,2.4,6.4,0.375,5.9,11.5,0.507,3.5,4.5,0.7909999999999999,0.7,3.7,4.4,4.5,1.2,0.4,2.6,1.9,22.5,18.4,0.564,0.35700000000000004,0.249,2.3,11.5,6.9,21.0,1.6,1.1,11.5,27.6,4.4,2.5,6.9,0.11199999999999999,2.7,-1.0,1.7,2.7,Wizards,2017-2018,REG,69,2.52,7.57,3.65,1.65,5.74,5.0,7.28,5.07,1.255
36,Malik Beasley,SG,4.5,11.0,0.41,1.7,5.1,0.341,2.8,5.9,0.469,1.4,2.0,0.667,0.9,3.5,4.4,1.9,0.9,0.4,1.5,2.2,12.1,9.0,0.509,0.461,0.185,2.7,11.0,6.9,7.4,1.3,1.0,11.1,16.2,0.1,0.3,0.3,0.027999999999999997,-2.8,-2.4,-5.1,-0.5,Nuggets,2017-2018,REG,57,0.6,1.26,0.81,0.49,0.46,1.16,0.32,1.32,1.069
37,Michael Beasley,PF,8.9,17.6,0.507,0.7,1.9,0.395,8.2,15.7,0.52,2.7,3.5,0.78,2.1,6.9,9.0,2.7,0.8,0.9,3.1,3.2,21.3,17.8,0.556,0.107,0.19699999999999998,6.5,21.2,13.9,12.5,1.1,2.3,14.0,26.9,0.9,1.5,2.4,0.069,-1.0,-0.4,-1.5,0.2,Knicks,2017-2018,REG,62,0.74,7.97,1.5,1.53,2.5,3.65,2.48,3.87,1.206
38,Marco Belinelli,SG,6.2,14.1,0.441,2.8,7.3,0.377,3.5,6.8,0.509,2.7,3.0,0.9079999999999999,0.4,2.4,2.8,2.7,1.2,0.2,1.7,1.7,18.0,14.1,0.581,0.517,0.213,1.1,7.3,4.2,11.9,1.6,0.5,10.1,20.7,2.4,1.3,3.7,0.092,0.8,-2.1,-1.3,0.3,"Hawks, 76ers",2017-2018,REG,65,0.63,2.09,1.88,1.15,3.09,2.85,2.62,2.68,1.224
39,Jordan Bell,C,5.2,8.2,0.627,0.0,0.2,0.0,5.2,8.1,0.6409999999999999,1.3,2.0,0.682,2.7,6.5,9.2,4.5,1.6,2.5,2.3,4.1,11.7,18.0,0.6409999999999999,0.022000000000000002,0.23800000000000002,8.9,19.0,14.3,16.9,2.1,5.5,20.0,13.9,1.6,1.4,2.9,0.174,0.0,3.7,3.7,1.2,Warriors,2017-2018,REG,41,1.05,4.15,0.88,0.93,1.54,1.05,1.54,0.9,1.504
40,DeAndre' Bembry,SF,4.2,10.1,0.414,0.9,2.4,0.36700000000000005,3.3,7.8,0.429,1.5,2.6,0.5760000000000001,0.6,5.1,5.7,3.9,1.7,0.9,3.7,3.0,10.8,7.6,0.47700000000000004,0.23399999999999999,0.258,2.0,15.7,8.8,15.9,2.3,2.3,24.8,18.2,-0.9,0.5,-0.4,-0.04,-5.9,1.5,-4.4,-0.3,Hawks,2017-2018,REG,21,1.05,2.95,1.19,0.62,1.19,1.19,1.24,1.29,1.02
41,Dragan Bender,PF,3.3,8.4,0.386,2.1,5.6,0.366,1.2,2.8,0.426,0.7,0.9,0.765,0.7,5.6,6.3,2.3,0.4,0.9,1.9,2.9,9.2,7.1,0.524,0.665,0.105,2.0,16.8,9.3,8.9,0.5,2.1,18.1,12.7,-0.7,0.8,0.1,0.001,-2.7,0.0,-2.7,-0.4,Suns,2017-2018,REG,70,0.34,1.46,0.79,0.61,1.51,1.51,1.71,1.46,1.102
42,Davis Bertans,PF,5.3,12.1,0.44,3.1,8.4,0.373,2.2,3.8,0.588,1.3,1.6,0.816,0.6,4.5,5.1,2.5,0.9,0.9,1.2,3.1,15.1,14.1,0.588,0.6890000000000001,0.134,1.8,13.9,7.8,10.3,1.2,2.1,8.5,17.4,1.6,1.4,3.1,0.135,1.2,-0.3,1.0,0.8,Spurs,2017-2018,REG,65,0.94,1.54,1.15,0.48,1.58,1.38,1.42,2.11,1.256
43,Patrick Beverley,SG,5.2,12.8,0.40299999999999997,2.6,6.5,0.4,2.6,6.4,0.40700000000000003,1.5,1.8,0.8240000000000001,1.7,3.1,4.9,3.4,2.0,0.5,2.7,3.7,14.4,12.3,0.53,0.504,0.14300000000000002,5.3,9.4,7.4,13.8,2.6,1.3,16.5,19.6,0.1,0.3,0.4,0.054000000000000006,0.4,0.2,0.6,0.2,Clippers,2017-2018,REG,11,1.64,4.36,1.91,1.09,3.36,2.64,3.82,2.36,1.126
44,Khem Birch,C,4.2,7.8,0.54,0.0,0.0,,4.2,7.8,0.54,2.6,3.8,0.6890000000000001,4.4,6.9,11.2,2.1,0.9,1.3,1.3,3.5,11.1,16.4,0.5820000000000001,0.0,0.484,13.2,21.1,17.1,8.5,1.3,2.9,12.1,13.2,1.2,0.6,1.8,0.15,-1.1,1.4,0.3,0.3,Magic,2017-2018,REG,28,0.07,2.5,0.29,0.86,0.21,1.46,0.25,1.39,1.329
45,Jabari Bird,SG,4.7,8.1,0.5770000000000001,0.9,2.2,0.429,3.8,5.9,0.632,1.9,4.1,0.462,1.9,4.1,5.9,2.5,0.9,0.3,2.5,2.2,12.2,12.1,0.615,0.26899999999999996,0.5,5.8,12.2,9.0,10.5,1.3,0.7,20.1,15.4,0.1,0.2,0.2,0.098,-2.3,0.1,-2.1,0.0,Celtics,2017-2018,REG,4,0.5,0.5,0.5,0.25,0.0,0.0,0.75,0.5,1.25
46,Bismack Biyombo,C,4.4,8.5,0.52,0.0,0.0,0.0,4.4,8.5,0.521,2.5,3.8,0.65,3.5,7.8,11.3,1.6,0.5,2.3,2.0,3.8,11.3,14.1,0.556,0.003,0.446,10.5,24.0,17.2,6.5,0.7,5.1,16.6,14.9,1.1,1.8,2.9,0.094,-3.7,2.1,-1.6,0.2,Magic,2017-2018,REG,69,0.23,4.03,0.59,1.36,1.55,1.42,1.06,1.54,1.338
47,Nemanja Bjelica,PF,4.5,9.7,0.461,2.0,4.8,0.415,2.5,4.9,0.505,0.9,1.2,0.8,1.4,5.8,7.2,2.3,1.3,0.4,1.4,3.7,11.9,12.6,0.581,0.493,0.121,4.4,18.8,11.5,8.7,1.8,1.0,11.7,14.3,1.7,1.1,2.8,0.09699999999999999,0.6,-0.1,0.5,0.9,Timberwolves,2017-2018,REG,54,0.67,2.74,1.09,0.93,1.19,2.3,1.04,2.26,1.3019999999999998
48,Tarik Black,C,5.0,8.5,0.591,0.1,0.7,0.091,5.0,7.8,0.638,1.9,4.2,0.46,4.2,6.7,10.9,0.9,1.4,2.0,2.4,7.2,12.1,14.3,0.5820000000000001,0.087,0.496,13.4,20.9,17.1,3.7,1.9,4.8,18.4,15.6,0.5,1.0,1.5,0.136,-3.0,2.1,-1.0,0.1,Rockets,2017-2018,REG,42,0.05,3.05,0.45,0.76,1.29,0.6,0.62,1.0,1.385
49,Antonio Blakeney,SG,6.1,16.4,0.371,1.7,6.0,0.28800000000000003,4.4,10.4,0.418,3.4,4.5,0.769,0.5,3.3,3.8,2.3,0.8,0.1,1.3,2.2,17.3,10.1,0.47100000000000003,0.364,0.273,1.3,10.3,5.6,10.1,1.1,0.3,6.4,23.7,-0.2,0.1,0.0,-0.006,-3.2,-3.6,-6.8,-0.4,Bulls,2017-2018,REG,16,1.63,1.63,1.06,0.56,1.19,2.5,0.63,3.13,1.102
50,Eric Bledsoe,PG,7.3,15.3,0.473,1.9,5.6,0.34700000000000003,5.3,9.8,0.545,3.9,4.9,0.795,0.8,3.6,4.4,5.7,2.3,0.7,3.3,2.9,20.4,19.7,0.5820000000000001,0.364,0.321,2.6,11.7,7.1,25.7,3.2,1.5,16.1,26.1,3.1,2.5,5.6,0.11599999999999999,2.4,-0.3,2.1,2.4,"Suns, Bucks",2017-2018,REG,60,3.0,6.97,3.6,1.35,4.05,4.48,4.38,4.17,1.2830000000000001
51,Vander Blue,SG,0.8,4.0,0.2,0.0,1.6,0.0,0.8,2.4,0.33299999999999996,0.8,1.6,0.5,0.0,0.8,0.8,2.4,0.8,0.0,2.4,1.6,2.4,-1.8,0.255,0.4,0.4,0.0,2.3,1.2,8.2,1.1,0.0,33.8,8.4,-0.1,0.0,-0.1,-0.10300000000000001,-8.7,-1.3,-10.0,-0.1,Lakers,2017-2018,REG,5,0.0,0.4,0.4,0.0,0.0,0.2,0.0,0.4,0.6
52,Bogdan Bogdanovic,SG,5.7,12.8,0.446,2.1,5.4,0.392,3.6,7.3,0.485,1.7,2.0,0.84,0.5,3.2,3.7,4.3,1.2,0.3,2.1,2.8,15.2,13.5,0.556,0.426,0.154,1.6,10.5,5.8,18.3,1.7,0.7,13.2,19.6,1.8,1.1,2.9,0.064,0.5,-1.5,-1.0,0.6,Kings,2017-2018,REG,66,0.98,3.36,1.97,0.74,2.74,3.27,2.95,2.65,1.2109999999999999
53,Bojan Bogdanovic,SF,5.9,12.4,0.474,2.3,5.6,0.402,3.6,6.8,0.534,2.6,3.0,0.868,0.4,3.5,3.9,1.7,0.8,0.1,1.5,1.9,16.7,13.9,0.605,0.45299999999999996,0.24100000000000002,1.4,10.9,6.2,7.1,1.1,0.3,10.1,19.0,3.8,1.6,5.4,0.105,1.1,-1.9,-0.7,0.8,Pacers,2017-2018,REG,68,3.24,4.74,2.51,1.26,3.76,3.03,4.16,3.04,1.3359999999999999
54,Andrew Bogut,C,2.8,4.2,0.68,0.0,0.0,,2.8,4.2,0.68,0.3,0.3,1.0,4.3,8.7,13.0,2.5,0.7,2.2,3.2,6.7,6.0,10.9,0.696,0.0,0.08,12.9,25.4,19.2,9.1,0.9,4.9,42.3,8.8,0.1,0.3,0.4,0.094,-3.6,3.6,0.0,0.1,Lakers,2017-2018,REG,23,0.09,1.39,0.17,0.96,0.35,0.52,0.61,0.09,1.44
55,Joel Bolomboy,PF,2.8,5.7,0.5,0.0,0.9,0.0,2.8,4.7,0.6,2.8,5.7,0.5,5.7,3.8,9.5,0.0,1.9,0.0,1.9,2.8,8.5,11.7,0.521,0.16699999999999998,1.0,18.6,12.3,15.4,0.0,2.6,0.0,18.8,12.6,0.0,0.0,0.1,0.079,-3.1,-4.6,-7.7,-0.1,Bucks,2017-2018,REG,6,0.33,0.67,0.0,0.83,0.33,0.33,0.0,0.83,1.5
