Player,Pos,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,MPG
Artis Gilmore,C,81,81,2756,6.949201741654572,11.155297532656023,0.0,0.026124818577648767,6.322206095791001,8.438316400580552,3.0174165457184325,8.033381712626996,1.7111756168359942,0.5224963715529753,2.259796806966618,3.1480406386066764,3.9970972423802613,20.220609579100145,20.3,0.68,0.002,0.7559999999999999,9.8,24.5,17.4,6.4,0.7,3.5,17.5,20.0,7.1,3.3,10.5,0.183,2.0,0.2,2.2,34.02469135802469
Mike Gminski,C,81,54,2418,5.6575682382134,12.178660049627792,0.0,0.01488833746898263,4.109181141439206,4.883374689826303,3.4094292803970223,6.0148883374689825,2.3523573200992556,0.56575682382134,1.369727047146402,2.0248138957816377,2.009925558312655,15.424317617866006,16.1,0.5379999999999999,0.001,0.401,10.3,19.4,14.7,8.5,0.7,2.2,12.4,18.3,3.6,2.5,6.1,0.122,1.1,-0.6,0.5,29.85185185185185
Rickey Green,PG,77,77,2431,5.642122583299054,11.817359111476758,0.08885232414644179,0.29617441382147264,3.4356232003290823,3.9539284245166595,0.5479226655697244,2.250925545043192,8.840806252570959,1.9547511312217194,0.04442616207322089,2.6211435623200328,1.9399424105306458,14.808720691073631,16.3,0.546,0.025,0.335,1.6,6.3,4.0,33.9,2.5,0.1,16.2,17.8,3.5,3.2,6.7,0.132,0.9,0.7,1.6,31.571428571428573
Darrell Griffith,SG,78,78,2776,9.440922190201729,20.65850144092219,1.1930835734870318,3.3328530259365996,2.8011527377521612,3.8645533141210375,1.6080691642651297,2.8530259365994235,3.1512968299711814,1.7247838616714697,0.38904899135446686,3.2031700288184437,2.30835734870317,22.876080691642652,15.6,0.512,0.161,0.187,4.7,8.0,6.4,14.2,2.2,0.6,12.5,28.2,-0.3,3.8,3.5,0.061,0.2,-0.3,0.0,35.58974358974359
Gerald Henderson,PG,79,78,2648,5.805135951661631,12.113293051359516,0.12235649546827794,0.5166163141993958,2.705438066465257,3.4667673716012084,0.9652567975830816,1.6178247734138973,7.599697885196375,1.903323262839879,0.12235649546827794,3.1404833836858006,2.6646525679758306,14.438066465256798,14.3,0.529,0.043,0.28600000000000003,3.1,5.2,4.2,31.5,2.6,0.2,18.7,19.5,1.4,2.3,3.7,0.067,-0.2,-0.1,-0.3,33.51898734177215
Roy Hinson,PF,76,75,2344,7.1416382252559725,14.206484641638225,0.0,0.04607508532423208,4.162116040955631,5.774744027303754,2.856655290102389,6.296928327645051,1.0443686006825939,0.7832764505119454,2.656996587030717,2.6262798634812285,4.776450511945392,18.445392491467576,16.0,0.551,0.003,0.406,8.6,18.9,13.8,4.3,1.0,4.1,13.6,21.6,2.0,3.0,5.0,0.10300000000000001,-1.0,0.6,-0.4,30.842105263157894
Craig Hodges,SG,82,63,2496,5.177884615384616,10.557692307692308,0.6778846153846154,1.9471153846153848,1.528846153846154,1.875,1.0673076923076923,1.6153846153846154,5.033653846153847,1.3846153846153846,0.014423076923076924,1.9471153846153848,3.778846153846154,12.5625,11.8,0.552,0.184,0.17800000000000002,3.3,5.0,4.1,18.5,1.9,0.0,14.6,15.1,3.2,2.9,6.0,0.115,-0.5,0.6,0.0,30.4390243902439
Phil Hubbard,SF,76,55,2249,6.642952423299245,13.157847932414407,0.0,0.06402845709204091,5.938639395286795,7.907514450867053,3.425522454424189,4.2418852823477105,1.8248110271231661,1.2965762561138285,0.14406402845709204,2.8492663405958205,4.129835482436639,19.224544241885283,16.0,0.578,0.005,0.601,10.3,12.8,11.5,7.3,1.7,0.2,14.6,21.7,3.7,2.0,5.7,0.121,0.7,-0.6,0.1,29.592105263157894
Dennis Johnson,PG,80,77,2976,5.963709677419355,12.89516129032258,0.0846774193548387,0.31451612903225806,3.157258064516129,3.7016129032258065,1.1008064516129032,2.7338709677419355,6.568548387096774,1.161290322580645,0.47177419354838707,2.564516129032258,2.7096774193548385,15.169354838709676,14.4,0.522,0.024,0.287,3.5,8.0,5.9,23.4,1.5,0.7,15.0,19.3,3.5,2.8,6.4,0.10300000000000001,0.4,0.0,0.3,37.2
Eddie Johnson,SG,73,66,2367,6.889733840304182,14.387832699619771,0.33460076045627374,1.0950570342205324,4.030418250950571,5.0494296577946765,0.5779467680608364,2.3422053231939164,8.608365019011407,0.6539923954372624,0.10646387832699619,3.711026615969582,2.7984790874524714,18.14448669201521,15.8,0.546,0.076,0.35100000000000003,1.8,7.0,4.4,35.4,0.9,0.2,18.3,23.3,2.8,1.4,4.2,0.084,1.5,-2.2,-0.7,32.42465753424658
Magic Johnson,PG,77,77,2781,6.524271844660195,11.637540453074434,0.09061488673139159,0.4789644012944984,5.061488673139158,6.006472491909386,1.1650485436893205,4.996763754045308,12.53074433656958,1.4627831715210358,0.3236245954692557,3.9482200647249193,2.0064724919093853,18.20064724919094,23.2,0.637,0.040999999999999995,0.516,4.1,14.4,9.7,42.5,1.9,0.5,21.7,20.5,9.5,3.2,12.7,0.22,5.8,0.8,6.7,36.116883116883116
Marques Johnson,SF,72,68,2448,7.264705882352941,16.08823529411765,0.044117647058823525,0.19117647058823528,2.7941176470588234,3.8235294117647056,2.764705882352941,3.5294117647058822,3.6470588235294117,1.0588235294117647,0.4411764705882353,2.588235294117647,2.838235294117647,17.36764705882353,14.3,0.489,0.012,0.23800000000000002,8.8,10.5,9.7,14.6,1.4,0.7,12.7,23.1,1.2,1.5,2.7,0.053,-0.3,-1.1,-1.4,34.0
Michael Jordan,SG,82,82,3144,9.583969465648854,18.606870229007633,0.10305343511450382,0.5954198473282443,7.213740458015267,8.541984732824428,1.9122137404580153,4.202290076335878,5.50763358778626,2.2442748091603053,0.7900763358778626,3.33206106870229,3.263358778625954,26.484732824427482,25.8,0.5920000000000001,0.032,0.45899999999999996,6.3,13.2,9.8,25.3,3.0,1.3,13.0,29.8,10.3,3.7,14.0,0.213,5.8,1.5,7.3,38.34146341463415
Clark Kellogg,PF,77,65,2449,8.261331155573703,16.346263781135157,0.10289914250714578,0.20579828501429157,4.424663127807269,5.8211514904042465,3.292772560228665,7.349938750510413,3.5867701102490814,1.264189465087791,0.38219681502654146,3.3956717027358105,3.630869742752144,21.050224581461823,18.9,0.557,0.013000000000000001,0.35600000000000004,9.6,21.7,15.6,15.3,1.6,0.6,15.2,24.4,3.1,3.0,6.1,0.11900000000000001,1.9,-0.1,1.8,31.805194805194805
Bernard King,SF,55,55,2063,12.05816771691711,22.73776054289869,0.0174503150751333,0.174503150751333,7.4338342220067855,9.63257392147358,1.9893359185651962,3.54241396025206,3.559864275327193,1.2389723703344644,0.2617547261269995,3.559864275327193,3.33301017935046,31.56761997091614,25.2,0.585,0.008,0.424,6.2,11.8,8.9,18.6,1.7,0.4,11.7,35.1,5.7,1.5,7.1,0.166,6.1,-1.0,5.1,37.50909090909091
Bill Laimbeer,C,82,82,2892,7.406639004149377,14.651452282157676,0.04979253112033195,0.22406639004149376,3.037344398340249,3.809128630705394,3.672199170124481,8.937759336099585,1.91701244813278,0.8589211618257261,0.8838174273858921,1.6058091286307052,3.83402489626556,17.900414937759336,18.0,0.5479999999999999,0.015,0.26,10.2,27.0,18.3,7.0,1.1,1.4,9.0,19.1,5.6,4.1,9.8,0.162,1.3,-0.1,1.3,35.26829268292683
Fat Lever,PG,82,82,2559,5.96483001172333,13.856975381008207,0.08440797186400939,0.33763188745603756,2.7713950762016415,3.601406799531067,2.06799531066823,3.7139507620164127,8.623681125439626,2.8417350527549825,0.4220398593200469,2.855803048065651,3.17936694021102,14.78546307151231,16.7,0.479,0.024,0.26,5.8,11.7,8.6,29.5,3.5,0.7,15.6,19.2,2.1,3.2,5.2,0.098,1.0,1.3,2.2,31.20731707317073
Kyle Macy,PG,65,52,2018,5.030723488602577,10.382556987115956,0.4103072348860258,1.516352824578791,2.265609514370664,2.497522299306244,0.5887016848364718,2.6045589692765114,6.778989098116948,1.516352824578791,0.053518334985133795,1.9801783944499505,2.2834489593657086,12.737363726461844,13.8,0.555,0.146,0.24100000000000002,1.9,8.1,5.0,25.3,2.0,0.1,14.7,15.2,2.7,1.9,4.6,0.11,0.0,0.3,0.3,31.046153846153846
Jeff Malone,SG,76,61,2613,8.335246842709529,16.71182548794489,0.20665901262916186,0.991963260619977,2.907003444316877,3.4443168771526977,0.8266360505166475,2.0114810562571757,2.535017221584386,0.7164179104477612,0.12399540757749712,1.4741676234213548,2.4247990815154994,19.784156142365095,15.0,0.5429999999999999,0.059000000000000004,0.20600000000000002,2.5,6.3,4.3,10.7,1.0,0.2,7.5,22.8,3.4,2.3,5.7,0.105,0.0,-0.9,-0.9,34.38157894736842
Moses Malone,C,79,79,2957,7.3290497125465,15.632059519783565,0.0,0.02434900236726412,8.972607372336828,11.005749070003382,4.6871829556983435,7.864727764626311,1.5826851538721678,0.815691579303348,1.4974636455867434,3.481907338518769,2.629692255664525,23.630706797429827,22.5,0.5770000000000001,0.002,0.7040000000000001,14.8,24.4,19.7,6.6,1.1,2.4,14.5,26.8,7.9,4.0,11.9,0.193,3.0,-1.4,1.6,37.43037974683544
Rodney McCray,SF,82,82,3001,5.710096634455182,10.676441186271243,0.0,0.07197600799733422,2.7710763078973675,3.7547484171942687,2.411196267910696,4.054648450516495,4.258580473175608,1.0796401199600134,0.8997000999666778,2.1352882372542483,2.579140286571143,14.19126957680773,15.5,0.5760000000000001,0.006999999999999999,0.35200000000000004,7.5,12.6,10.0,15.0,1.4,1.4,14.8,15.9,5.3,3.3,8.5,0.13699999999999998,1.7,1.0,2.7,36.59756097560975
Kevin McHale,PF,79,31,2653,8.209574067093856,14.41085563513004,0.0,0.08141726347531096,4.8171880889558985,6.336977007161703,3.1074255559743684,6.554089709762533,1.9133056916698077,0.37994722955145116,1.6283452695062193,2.1304183942706367,3.1752732755371276,21.23633622314361,20.7,0.617,0.006,0.44,10.0,19.2,14.8,7.4,0.5,2.4,11.0,21.9,7.6,3.4,11.0,0.19899999999999998,2.7,-0.2,2.5,33.58227848101266
Mike Mitchell,SF,82,82,2853,9.779179810725552,19.65930599369085,0.06309148264984227,0.2902208201892744,3.394321766561514,4.365930599369085,1.8296529968454258,3.4321766561514195,1.9053627760252365,0.7697160883280757,0.34069400630914826,1.8170347003154574,2.763406940063091,23.01577287066246,16.5,0.5329999999999999,0.015,0.222,5.9,10.5,8.3,8.0,1.0,0.5,7.8,26.0,4.4,1.6,6.0,0.10099999999999999,1.1,-2.2,-1.1,34.792682926829265
Sidney Moncrief,PG,73,72,2734,7.386978785662033,15.30065837600585,0.1185076810534016,0.43452816386247256,5.978054133138259,7.215801024140453,1.9619604974396487,3.1865398683247985,5.029992684711046,1.540599853694221,0.5135332845647402,2.4228237015362106,2.594001463057791,20.870519385515728,20.1,0.565,0.027999999999999997,0.47200000000000003,6.1,9.8,7.9,20.1,2.1,0.8,11.6,23.6,7.3,3.9,11.2,0.19699999999999998,3.8,1.0,4.8,37.45205479452055
Johnny Moore,PG,82,82,2689,5.5693566381554485,12.182967645965043,0.334696913350688,1.1915210115284494,2.5303086649312014,3.320193380438825,1.2584603941985868,3.802156935663816,10.924507251766457,3.0658237262923023,0.24098177761249537,3.159538862030495,3.3068055039047977,14.003718854592787,18.3,0.513,0.098,0.273,4.1,11.6,7.9,38.9,3.9,0.4,18.8,18.7,3.7,3.5,7.2,0.128,2.1,1.5,3.7,32.792682926829265
Larry Nance,PF,61,55,2202,8.419618528610354,14.337874659400544,0.01634877384196185,0.0326975476839237,2.9427792915531334,4.15258855585831,3.188010899182561,5.574931880108991,2.5994550408719346,1.438692098092643,1.7002724795640325,2.223433242506812,3.0245231607629424,19.798365122615802,20.6,0.612,0.002,0.29,10.2,17.3,13.8,11.1,1.9,2.6,12.1,20.8,4.7,3.2,7.9,0.17300000000000001,3.2,1.2,4.4,36.09836065573771
Calvin Natt,PF,78,76,2657,9.281144147534814,17.004140007527287,0.0,0.040647346631539336,6.05645464809936,7.641701166729394,2.831765148663907,5.433195333082424,3.2246894994354536,1.0161836657884833,0.4471208129469327,2.5743319533308244,2.4659390289800527,24.61874294316899,21.8,0.604,0.002,0.449,7.9,17.2,12.2,12.4,1.3,0.7,11.2,24.1,8.0,2.3,10.2,0.185,4.2,-1.0,3.1,34.06410256410256
Norm Nixon,PG,81,81,2894,7.4139599170698,15.935038009675191,0.4105044920525225,1.2315134761575675,2.1147201105736007,2.711817553559088,0.6841741534208707,2.027643400138217,8.844505874222529,1.1817553559087768,0.0497581202487906,3.3959917069799586,2.1769177608845887,17.35314443676572,15.6,0.507,0.077,0.17,2.2,6.0,4.2,35.7,1.6,0.1,16.5,23.2,2.5,1.2,3.7,0.061,1.4,-1.9,-0.6,35.72839506172839
Hakeem Olajuwon,C,82,82,2914,8.36376115305422,15.541523678792037,0.0,0.0,4.175703500343171,6.807137954701441,5.435827041866849,6.597117364447494,1.3713109128345915,1.2230610844200411,2.7179135209334246,2.8908716540837336,4.2498284145504455,20.903225806451612,21.1,0.564,0.0,0.43799999999999994,16.9,20.4,18.7,5.3,1.6,4.3,13.5,23.5,5.3,4.9,10.2,0.168,1.7,0.4,2.1,35.53658536585366
Louis Orr,PF,79,31,2452,5.4616639477977165,11.246329526916803,0.01468189233278956,0.1468189233278956,3.8466557911908645,4.903752039151713,2.510603588907015,3.2300163132137034,1.967373572593801,1.468189233278956,0.3964110929853181,2.0261011419249595,2.862969004893964,14.784665579119087,13.8,0.552,0.013000000000000001,0.436,7.9,10.7,9.2,7.6,2.0,0.7,13.1,17.7,2.9,1.9,4.8,0.09300000000000001,0.7,-0.4,0.3,31.037974683544302
Robert Parish,C,79,78,2850,6.96,12.833684210526316,0.0,0.0,3.688421052631579,4.96421052631579,3.3221052631578947,7.288421052631579,1.5789473684210527,0.7073684210526315,1.2757894736842106,2.349473684210526,2.816842105263158,17.608421052631577,17.6,0.586,0.0,0.387,10.7,21.4,16.3,5.8,0.9,1.9,13.5,19.7,5.0,4.0,9.0,0.151,1.1,-0.3,0.8,36.075949367088604
Jim Paxson,SG,68,57,2253,8.117177097203728,15.786950732356857,0.09587217043941412,0.6231691078561917,3.1318242343541947,3.96271637816245,1.1025299600532623,2.44474034620506,4.218375499334221,1.6138482023968044,0.07989347536617843,1.7256990679094542,1.837549933422104,19.462050599201067,17.3,0.555,0.039,0.251,3.4,7.6,5.5,16.6,2.1,0.1,9.0,21.2,4.6,1.9,6.5,0.138,1.7,-0.2,1.5,33.13235294117647
Paul Pressey,SF,80,80,2876,6.008344923504867,11.616133518776078,0.08762169680111265,0.25034770514603616,3.9680111265646727,5.232267037552155,1.8650904033379694,3.504867872044506,6.796940194714882,1.614742698191933,0.7009735744089012,3.0917941585535464,3.229485396383866,16.07232267037552,17.6,0.5770000000000001,0.022000000000000002,0.45,5.8,10.7,8.3,25.8,2.2,1.2,18.2,19.2,5.2,4.4,9.6,0.16,2.6,1.6,4.2,35.95
Micheal Ray Richardson,PG,82,82,3127,7.9437160217460825,16.923568915893828,0.3338663255516469,1.3239526702910136,2.7630316597377678,3.603453789574672,1.795970578829549,3.4653022065877837,7.7019507515190275,2.7975695554844897,0.2532779021426287,2.866645346977934,3.1889990406140067,18.984330028781578,19.8,0.513,0.078,0.213,5.4,11.2,8.2,30.5,3.7,0.4,13.4,24.0,4.5,4.2,8.7,0.134,2.5,1.6,4.1,38.13414634146341
