,Year,Tm,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,.,OWS,DWS,WS,WS/48,..1,OBPM,DBPM,BPM,VORP,OWS/48,DWS/48,Shot%,Player ID,Team Mar,Team MP,Team Gm,Year 3PAr,Team TS%,Tm USG,Tm TS W/O Plyr,Reb/Vers,Defense,Val/Shot,Offense,MPG + Int,RAW SPM,%Min,RAW Contrib,Tm Sum,Tm Adj,BPM.1,StdErr,Contrib,VORP.1,Reb/Vers.1,Val/Shot.1,Offense.1,Defense.1,MPG,Raw OBPM,Contrib.1,Tm Ortg,Tm Sum.1,Tm Adj.1,Tm DRtg,OBPM.1,OStdErr,Ocontrib,OVORP,DBPM.1,DStdErr,Dcontrib,DVORP,Sum SPM,%Min.1,MPG.1,ReMPG,BPM.2,Contrib.2,VORP.2,VORP-Gm,O-BPM,Ocontrib.1,OVORP.1,OVORP-Gm,D-BPM,Dcontrib.1,DVORP.1,DVORP-Gm,Production,Prod-Gm,Exp BPM,TrueTalentBPM,Exp%Min,TrueTalentVORP,TrueSalary,TrueTimeVORP,Adjusted Production,WORP,O-WORP,D-WORP,Adjusted WORP,Estimated Position,BBRef Pos,Age on Feb 1,Yrs Experience,Height,Weight,Rounded Position,Rounded Age
9149,2001,DAL,Michael Finley,27,82,3443,18.2,0.521,0.16899999999999998,0.209,3.6,10.0,6.9,18.3,1.8,0.7,10.1,24.9,,5.6,2.9,8.5,0.11900000000000001,,2.4,-0.1,2.3,3.8,0.078,0.040999999999999995,22.4,finlemi01,4.99,19805,82,0.17,0.544,344101,0.55,0.57,-0.34,0.04,-0.9,1.67,1.0,86.90%,0.87,-0.5,1.3,2.3,2.0,2.0,3.7,0.1,0.3,0.5,0.1,0.9,1.8,1.5,4.3,1.5,0.7,0.7,2.5,1.3,2.2,3.7,-0.2,1.5,-0.2,0.1,2.7,0.9,42.0,40.0,2.3,2.0,3.7,3.7,2.5,2.2,3.7,3.7,-0.2,-0.2,0.1,0.1,"$17,600,000 ","$17,600,000 ",3.6,2.9,0.73,3.6,"$16,700,000 ",3.1,"$14,800,000 ",10.1,9.9,0.2,8.4,2.4,3.0,27.91,5.0,79.0,215.0,2.0,28.0
9150,2001,BOS,Antoine Walker,24,81,3396,18.9,0.505,0.35100000000000003,0.20199999999999999,5.0,20.4,12.3,26.8,2.1,1.1,13.8,29.1,,2.7,3.8,6.6,0.09300000000000001,,3.4,0.5,3.9,5.0,0.039,0.054000000000000006,25.1,walkean02,-2.68,19830,82,0.17,0.521,338456,0.526,4.19,0.25,0.25,-0.96,1.66,5.14,85.60%,4.4,3.13,-1.27,3.9,2.0,3.3,5.0,0.9,0.4,1.8,0.2,0.9,4.2,3.6,-1.4,3.3,-1.0,-1.3,3.2,1.3,2.8,4.2,0.6,1.5,0.5,0.8,2.6,0.9,41.9,40.0,3.9,3.3,5.0,5.1,3.2,2.8,4.2,4.3,0.6,0.5,0.8,0.8,"$23,300,000 ","$23,600,000 ",2.5,3.3,0.73,3.8,"$17,900,000 ",4.3,"$19,900,000 ",13.6,11.4,2.2,11.5,2.9,4.0,24.47,4.0,80.0,224.0,3.0,25.0
9151,2001,GSW,Antawn Jamison,24,82,3394,19.0,0.499,0.113,0.295,8.1,14.8,11.2,9.5,1.7,0.6,8.9,27.9,,5.4,1.3,6.7,0.094,,1.7,-1.9,-0.2,1.5,0.076,0.018000000000000002,25.4,jamisan01,-8.65,19780,82,0.17,0.47,340391,0.46,-0.28,-0.51,0.01,1.36,1.6,2.16,85.80%,1.85,0.56,-2.19,0.0,2.0,0.0,1.7,0.3,0.3,2.2,0.1,0.8,3.7,3.2,-5.1,1.9,-1.6,-3.5,2.1,1.3,1.8,3.3,-2.1,1.5,-1.8,-1.6,4.2,0.9,41.4,39.5,0.0,0.0,1.7,1.7,2.1,1.8,3.3,3.3,-2.1,-1.8,-1.6,-1.6,"$8,500,000 ","$8,500,000 ",1.5,0.7,0.61,1.6,"$8,200,000 ",1.2,"$6,300,000 ",4.6,8.8,-4.2,3.2,3.3,3.0,24.64,2.0,80.0,223.0,3.0,25.0
9152,2001,MIA,Anthony Mason,34,80,3254,17.4,0.555,0.0,0.49700000000000005,6.2,21.9,14.1,14.2,1.4,0.6,13.3,20.0,,6.0,5.6,11.6,0.171,,0.2,2.2,2.4,3.6,0.08800000000000001,0.083,17.3,masonan01,1.87,19880,82,0.17,0.515,343498,0.507,1.2,-0.89,0.07,0.51,1.51,2.32,81.80%,1.9,0.56,0.34,2.7,2.0,2.2,3.8,0.1,0.3,0.3,0.0,0.8,1.4,1.1,-2.1,2.8,-1.1,4.0,0.3,1.3,0.3,1.7,2.3,1.5,1.9,2.2,-2.0,0.8,40.7,38.7,2.7,2.2,3.8,3.9,0.3,0.3,1.7,1.7,2.3,1.9,2.2,2.2,"$17,900,000 ","$18,300,000 ",2.9,2.8,0.73,3.5,"$16,300,000 ",3.4,"$16,000,000 ",10.3,4.5,5.8,9.1,3.5,4.0,34.14,10.0,79.0,250.0,4.0,34.0
9153,2001,SEA,Gary Payton,32,79,3244,22.1,0.522,0.171,0.223,2.6,10.1,6.4,36.6,2.1,0.6,10.7,27.2,,9.1,1.7,10.8,0.16,,5.3,-1.3,4.0,4.9,0.135,0.025,24.3,paytoga01,0.71,19805,82,0.17,0.53,339572,0.5329999999999999,3.39,-0.01,0.39,-0.77,1.55,4.16,81.90%,3.4,0.27,0.12,4.3,2.0,3.5,5.1,0.9,0.5,2.7,0.2,0.8,5.0,4.1,2.9,1.7,0.4,-2.2,5.4,1.3,4.4,5.8,-1.1,1.5,-0.9,-0.7,6.5,0.8,41.1,39.1,4.3,3.5,5.1,5.3,5.4,4.4,5.8,6.0,-1.1,-0.9,-0.7,-0.7,"$23,800,000 ","$24,600,000 ",2.8,3.6,0.73,4.1,"$19,100,000 ",4.5,"$21,200,000 ",13.9,15.7,-1.8,12.3,1.0,1.0,32.53,10.0,76.0,180.0,1.0,33.0
9154,2001,VAN,Shareef Abdur-Rahim,24,81,3241,19.1,0.5489999999999999,0.05,0.415,6.2,19.6,13.0,14.3,1.5,1.6,13.2,24.6,,5.6,2.9,8.5,0.126,,1.1,0.8,1.9,3.2,0.083,0.043,21.4,abdursh01,-5.47,19780,82,0.17,0.51,336707,0.5,1.17,-0.23,0.09,0.43,1.43,2.8,81.90%,2.29,-3.66,-0.58,2.2,2.0,1.8,3.5,0.2,0.3,0.9,-0.1,0.7,2.1,1.8,-3.6,0.0,-0.9,-1.9,1.3,1.3,1.1,2.4,0.9,1.5,0.8,1.0,0.4,0.8,40.0,38.1,2.2,1.8,3.5,3.5,1.3,1.1,2.4,2.5,0.9,0.8,1.0,1.0,"$16,300,000 ","$16,500,000 ",1.7,2.0,0.73,2.9,"$13,800,000 ",3.1,"$14,600,000 ",9.3,6.6,2.7,8.3,3.6,3.0,24.14,4.0,81.0,225.0,4.0,24.0
9155,2001,DET,Jerry Stackhouse,26,80,3215,21.8,0.521,0.245,0.42,3.2,7.3,5.2,25.8,1.5,1.2,12.5,35.2,,6.6,2.6,9.2,0.13699999999999998,,5.0,-1.5,3.5,4.5,0.098,0.039,30.8,stackje01,-2.23,19855,82,0.17,0.498,340824,0.489,1.19,-0.45,0.31,1.28,1.45,3.47,81.00%,2.81,-3.6,0.18,3.7,2.0,3.0,4.6,0.4,0.5,4.4,0.0,0.8,6.0,4.8,-3.3,-0.4,-0.7,1.1,5.3,1.3,4.3,5.6,-1.6,1.5,-1.3,-1.1,6.9,0.8,40.2,38.3,3.7,3.0,4.6,4.7,5.3,4.3,5.6,5.8,-1.6,-1.3,-1.1,-1.1,"$21,300,000 ","$21,800,000 ",2.2,3.0,0.73,3.6,"$17,100,000 ",4.1,"$19,200,000 ",12.4,15.2,-2.9,11.1,1.9,2.0,26.24,5.0,78.0,218.0,2.0,26.0
9156,2001,MIN,Kevin Garnett,24,81,3202,23.9,0.531,0.045,0.317,7.7,25.3,16.4,21.8,1.8,3.2,12.0,27.0,,7.0,4.8,11.8,0.17600000000000002,,3.0,2.3,5.3,5.9,0.10400000000000001,0.07200000000000001,23.8,garneke01,2.11,19830,82,0.17,0.523,345197,0.52,4.32,0.99,0.14,-0.86,1.37,5.82,80.70%,4.7,3.09,-0.11,5.7,2.0,4.6,6.2,1.2,0.3,0.9,0.0,0.7,3.1,2.5,2.3,3.1,-0.1,-0.2,3.0,1.4,2.4,3.8,2.7,1.5,2.2,2.4,0.2,0.8,39.5,37.7,5.7,4.6,6.2,6.3,3.0,2.4,3.8,3.8,2.7,2.2,2.4,2.5,"$28,600,000 ","$29,000,000 ",2.7,4.4,0.73,4.6,"$21,400,000 ",5.6,"$25,800,000 ",16.8,10.2,6.6,15.1,4.1,4.0,24.71,5.0,83.0,220.0,4.0,25.0
9157,2001,HOU,Steve Francis,23,80,3194,21.6,0.563,0.276,0.359,7.1,12.8,10.0,28.4,2.3,0.7,15.8,24.2,,9.2,3.0,12.2,0.184,,5.7,0.8,6.4,6.8,0.139,0.045,20.4,francst01,3.04,19830,82,0.17,0.5379999999999999,341106,0.532,4.65,0.29,0.36,-0.55,1.42,5.81,80.50%,4.68,-0.41,0.81,6.6,2.0,5.3,6.9,1.9,0.5,1.8,0.3,0.7,5.2,4.2,3.9,1.9,0.6,-0.9,5.8,1.4,4.7,6.0,0.8,1.5,0.7,0.9,4.9,0.8,39.9,38.0,6.6,5.3,6.9,7.1,5.8,4.7,6.0,6.2,0.8,0.7,0.9,0.9,"$31,800,000 ","$32,500,000 ",2.9,5.0,0.73,5.0,"$23,300,000 ",6.2,"$28,700,000 ",18.7,16.3,2.5,16.9,1.4,1.0,23.95,1.0,75.0,195.0,1.0,24.0
9158,2001,CHH,Baron Davis,21,82,3192,16.6,0.512,0.28600000000000003,0.35200000000000004,4.6,9.9,7.3,32.5,2.9,0.8,17.0,19.2,,4.2,4.7,8.9,0.134,,2.1,1.2,3.2,4.2,0.063,0.071,15.9,davisba01,1.52,19880,82,0.17,0.506,343058,0.505,3.73,1.1,0.39,-2.16,1.31,3.98,80.30%,3.19,4.95,-0.63,3.3,2.0,2.7,4.3,1.3,0.5,0.5,0.5,0.7,3.4,2.8,-1.5,4.1,-1.2,3.1,2.2,1.4,1.8,3.2,1.1,1.5,0.9,1.1,1.1,0.8,38.9,37.1,3.3,2.7,4.3,4.3,2.2,1.8,3.2,3.2,1.1,0.9,1.1,1.1,"$20,000,000 ","$20,000,000 ",2.5,3.0,0.73,3.6,"$17,000,000 ",3.9,"$18,200,000 ",11.6,8.6,3.0,10.5,1.3,1.0,21.81,1.0,75.0,209.0,1.0,22.0
9159,2001,VAN,Mike Bibby,22,82,3190,16.8,0.525,0.24600000000000002,0.162,1.7,9.2,5.5,38.3,1.8,0.3,16.7,21.3,,4.0,1.4,5.3,0.081,,2.1,-1.5,0.5,2.1,0.06,0.021,17.7,bibbymi01,-5.47,19780,82,0.17,0.51,336707,0.507,2.85,-0.55,0.5,-2.33,1.3,1.27,80.60%,1.03,-3.66,-0.58,0.7,2.0,0.6,2.2,0.6,0.6,1.2,0.1,0.7,3.1,2.5,-3.6,0.0,-0.9,-1.9,2.3,1.4,1.8,3.2,-1.6,1.5,-1.3,-1.0,3.9,0.8,38.9,37.1,0.7,0.6,2.2,2.2,2.3,1.8,3.2,3.2,-1.6,-1.3,-1.0,-1.0,"$10,600,000 ","$10,600,000 ",1.5,1.1,0.66,2.0,"$10,000,000 ",1.8,"$8,900,000 ",5.9,8.7,-2.8,4.8,1.0,1.0,22.72,2.0,73.0,190.0,1.0,23.0
9160,2001,IND,Reggie Miller,35,81,3181,17.3,0.574,0.395,0.29600000000000004,1.4,8.5,5.1,15.0,1.4,0.3,9.1,21.5,,8.1,2.2,10.3,0.155,,3.5,-1.3,2.1,3.3,0.122,0.033,19.5,millere01,-0.82,19980,82,0.17,0.519,341824,0.506,-1.27,-1.05,0.24,3.39,1.34,2.41,79.60%,1.92,-0.87,-0.02,2.4,2.0,1.9,3.5,-0.8,0.5,4.0,0.0,0.7,4.4,3.5,-1.1,1.1,-0.5,0.3,3.9,1.4,3.1,4.4,-1.5,1.5,-1.2,-0.9,5.4,0.8,39.3,37.4,2.4,1.9,3.5,3.5,3.9,3.1,4.4,4.5,-1.5,-1.2,-0.9,-1.0,"$16,500,000 ","$16,700,000 ",2.2,2.3,0.73,3.1,"$14,900,000 ",3.2,"$15,100,000 ",9.4,12.0,-2.5,8.6,1.9,2.0,35.44,13.0,79.0,185.0,2.0,36.0
9161,2001,SAS,Tim Duncan,24,82,3174,23.8,0.536,0.019,0.47100000000000003,9.7,25.1,17.8,15.3,1.2,4.2,12.5,28.7,,6.2,7.1,13.2,0.2,,1.8,3.3,5.2,5.7,0.09300000000000001,0.107,25.1,duncati01,8.89,19830,82,0.17,0.541,342613,0.542,2.84,0.77,-0.01,-1.77,1.28,3.12,80.00%,2.5,-0.74,2.28,5.4,2.0,4.3,5.9,1.0,0.2,-0.5,-0.3,0.7,1.1,0.9,3.4,0.5,0.7,5.5,1.8,1.4,1.5,2.8,3.6,1.5,2.9,3.1,-1.7,0.8,38.7,36.9,5.4,4.3,5.9,5.9,1.8,1.5,2.8,2.8,3.6,2.9,3.1,3.1,"$27,300,000 ","$27,300,000 ",3.5,4.6,0.73,4.8,"$22,100,000 ",5.4,"$24,800,000 ",16.0,7.7,8.3,14.5,4.8,4.0,24.77,3.0,83.0,248.0,5.0,25.0
9162,2001,MIL,Ray Allen,25,82,3129,22.9,0.61,0.35700000000000004,0.299,3.7,11.8,7.8,20.4,2.1,0.5,12.1,24.4,,11.5,2.2,13.7,0.21100000000000002,,6.1,-0.9,5.2,5.7,0.177,0.034,21.4,allenra02,3.36,19780,82,0.17,0.542,344844,0.526,1.31,-0.06,0.36,2.9,1.22,5.36,79.10%,4.24,2.92,0.22,5.6,2.0,4.4,6.0,0.3,0.6,4.4,0.2,0.6,6.1,4.8,5.6,4.6,0.4,-2.3,6.5,1.4,5.2,6.5,-0.9,1.5,-0.7,-0.5,7.5,0.8,38.2,36.4,5.6,4.4,6.0,6.0,6.5,5.2,6.5,6.5,-0.9,-0.7,-0.5,-0.5,"$27,600,000 ","$27,600,000 ",2.6,4.2,0.73,4.5,"$21,100,000 ",5.5,"$25,400,000 ",16.2,17.6,-1.4,14.8,1.9,2.0,25.54,4.0,77.0,205.0,2.0,26.0
9163,2001,DAL,Dirk Nowitzki,22,82,3125,22.8,0.601,0.313,0.431,4.4,22.1,13.5,9.4,1.3,2.3,9.5,23.8,,10.3,4.3,14.6,0.22399999999999998,,3.9,0.4,4.3,5.0,0.158,0.066,21.5,nowitdi01,4.99,19805,82,0.17,0.544,344101,0.53,-1.14,-0.11,0.13,3.45,1.21,3.4,78.90%,2.69,-0.5,1.3,4.7,2.0,3.7,5.3,-1.0,0.5,3.6,-0.2,0.6,3.5,2.8,4.3,1.5,0.7,0.7,4.2,1.4,3.4,4.7,0.5,1.5,0.4,0.6,3.8,0.8,38.1,36.3,4.7,3.7,5.3,5.3,4.2,3.4,4.7,4.7,0.5,0.4,0.6,0.6,"$24,400,000 ","$24,400,000 ",2.9,3.9,0.73,4.3,"$19,900,000 ",4.9,"$22,500,000 ",14.3,12.7,1.6,13.1,4.7,4.0,22.62,2.0,84.0,237.0,5.0,23.0
9164,2001,BOS,Paul Pierce,23,82,3120,22.3,0.563,0.254,0.488,3.4,16.7,9.8,16.9,2.3,1.7,12.5,30.6,,6.9,3.5,10.4,0.16,,3.3,-0.5,2.8,3.8,0.106,0.054000000000000006,26.8,piercpa01,-2.68,19830,82,0.17,0.521,338456,0.507,0.72,0.82,0.21,1.73,1.2,4.48,78.70%,3.52,3.13,-1.27,3.2,2.0,2.5,4.1,-0.3,0.5,3.6,0.2,0.6,4.7,3.7,-1.4,3.3,-1.0,-1.3,3.7,1.4,2.9,4.2,-0.5,1.5,-0.4,-0.1,4.1,0.8,38.0,36.3,3.2,2.5,4.1,4.1,3.7,2.9,4.2,4.2,-0.5,-0.4,-0.1,-0.1,"$19,200,000 ","$19,200,000 ",1.7,2.5,0.73,3.3,"$15,600,000 ",3.8,"$17,700,000 ",11.1,11.4,-0.4,10.2,3.0,3.0,23.31,2.0,79.0,235.0,3.0,23.0
9165,2001,CHH,David Wesley,30,82,3106,15.3,0.509,0.20800000000000002,0.27399999999999997,2.4,5.9,4.1,21.7,2.2,0.4,11.0,23.1,,4.2,3.4,7.6,0.11699999999999999,,1.1,-0.9,0.3,1.8,0.065,0.052000000000000005,20.6,wesleda01,1.52,19880,82,0.17,0.506,343058,0.506,-0.26,0.01,0.17,-0.04,1.18,0.89,78.10%,0.69,4.95,-0.63,0.3,2.0,0.2,1.8,-0.1,0.4,1.5,0.2,0.6,2.5,2.0,-1.5,4.1,-1.2,3.1,1.4,1.4,1.1,2.4,-1.1,1.5,-0.9,-0.6,2.4,0.8,37.9,36.1,0.3,0.2,1.8,1.8,1.4,1.1,2.4,2.4,-1.1,-0.9,-0.6,-0.6,"$8,800,000 ","$8,800,000 ",2.3,1.2,0.68,2.2,"$10,600,000 ",1.5,"$7,800,000 ",4.8,6.4,-1.7,4.1,1.0,2.0,30.22,7.0,72.0,190.0,1.0,30.0
9166,2001,ATL,Jason Terry,23,82,3089,17.3,0.531,0.23,0.262,1.5,8.2,4.9,24.3,1.8,0.3,13.6,25.5,,4.9,1.6,6.5,0.1,,2.7,-1.5,1.2,2.5,0.076,0.024,22.0,terryja01,-6.04,19730,82,0.17,0.5,333601,0.49200000000000005,0.36,-0.55,0.3,0.42,1.16,1.38,78.30%,1.08,-7.1,-0.03,1.4,2.0,1.1,2.6,-0.2,0.5,2.4,0.1,0.6,3.4,2.6,-4.4,-3.3,-0.4,-1.6,2.9,1.4,2.3,3.6,-1.6,1.5,-1.2,-1.0,4.5,0.8,37.7,35.9,1.4,1.1,2.6,2.6,2.9,2.3,3.6,3.6,-1.6,-1.2,-1.0,-1.0,"$12,600,000 ","$12,600,000 ",1.2,1.3,0.69,2.3,"$11,000,000 ",2.3,"$11,300,000 ",7.1,9.8,-2.7,6.3,1.0,2.0,23.38,1.0,74.0,176.0,1.0,23.0
9167,2001,ORL,Tracy McGrady,21,77,3087,24.9,0.521,0.096,0.34,6.7,14.3,10.4,22.8,1.9,2.8,9.1,31.2,,8.3,3.9,12.2,0.18899999999999997,,4.4,0.7,5.1,5.5,0.129,0.06,28.4,mcgratr01,0.39,19955,82,0.17,0.513,344266,0.511,3.32,0.91,0.17,0.29,1.43,5.94,77.30%,4.59,2.18,-0.34,5.6,2.0,4.3,5.9,1.3,0.4,2.8,0.0,0.7,5.2,4.0,0.1,2.5,-0.5,0.3,4.7,1.4,3.6,4.9,0.9,1.5,0.7,0.9,3.8,0.8,40.1,38.1,5.6,4.3,5.9,6.3,4.7,3.6,4.9,5.3,0.9,0.7,0.9,1.0,"$27,000,000 ","$28,700,000 ",2.6,4.2,0.73,4.5,"$21,000,000 ",5.5,"$25,400,000 ",15.9,13.3,2.5,14.9,2.8,2.0,21.7,3.0,80.0,210.0,3.0,22.0
9168,2001,PHO,Jason Kidd,27,77,3065,19.4,0.51,0.21100000000000002,0.36700000000000005,3.3,15.2,9.1,41.2,2.8,0.5,18.3,22.7,,4.2,5.4,9.6,0.15,,2.7,1.9,4.6,5.1,0.066,0.084,18.5,kiddja01,2.91,19805,82,0.17,0.506,340183,0.505,5.65,0.81,0.51,-3.31,1.39,4.55,77.40%,3.52,2.3,0.24,4.8,2.1,3.7,5.3,1.4,0.5,0.7,0.4,0.7,3.8,2.9,-2.9,1.8,-1.1,5.8,2.7,1.4,2.1,3.4,2.1,1.5,1.6,1.8,0.7,0.8,39.8,37.8,4.8,3.7,5.3,5.6,2.7,2.1,3.4,3.7,2.1,1.6,1.8,1.9,"$24,300,000 ","$25,800,000 ",2.9,3.9,0.73,4.3,"$20,000,000 ",4.9,"$22,800,000 ",14.2,9.3,4.9,13.3,1.3,1.0,27.86,6.0,76.0,205.0,1.0,28.0
9169,2001,NYK,Latrell Sprewell,30,77,3017,15.1,0.49700000000000005,0.111,0.28800000000000003,2.0,11.6,7.0,17.2,1.9,0.8,13.7,25.8,,0.5,4.6,5.1,0.08199999999999999,,-0.5,1.1,0.6,2.0,0.008,0.07400000000000001,22.3,sprewla01,2.38,19905,82,0.17,0.523,339882,0.529,-0.05,-0.16,0.0,-2.17,1.32,-1.05,75.80%,-0.8,-5.14,1.6,0.5,2.1,0.4,1.9,-0.5,0.2,-1.0,0.1,0.7,-0.5,-0.4,-2.0,-1.9,-0.1,4.4,-0.6,1.4,-0.4,0.9,1.1,1.5,0.8,1.1,-1.7,0.8,39.2,37.2,0.5,0.4,1.9,2.1,-0.6,-0.4,0.9,0.9,1.1,0.8,1.1,1.1,"$9,600,000 ","$10,100,000 ",2.7,1.5,0.73,2.5,"$12,300,000 ",1.8,"$9,200,000 ",5.2,2.3,2.9,5.0,1.7,3.0,30.4,8.0,77.0,190.0,2.0,30.0
9170,2001,HOU,Cuttino Mobley,25,79,3002,17.7,0.541,0.20800000000000002,0.39,3.3,11.8,7.7,11.5,1.5,0.6,10.4,24.3,,6.2,2.0,8.2,0.13,,1.7,-1.0,0.7,2.0,0.099,0.031,21.8,moblecu01,3.04,19830,82,0.17,0.5379999999999999,341106,0.537,-1.06,-0.77,0.0,0.57,1.19,-0.07,75.70%,-0.05,-0.41,0.81,0.7,2.1,0.6,2.1,-0.6,0.3,1.0,0.0,0.6,1.3,1.0,3.9,1.9,0.6,-0.9,1.9,1.4,1.4,2.7,-1.1,1.5,-0.9,-0.6,3.0,0.8,38.0,36.2,0.7,0.6,2.1,2.2,1.9,1.4,2.7,2.8,-1.1,-0.9,-0.6,-0.7,"$10,200,000 ","$10,500,000 ",2.5,1.6,0.73,2.6,"$12,400,000 ",2.0,"$9,800,000 ",5.6,7.3,-1.7,5.4,1.8,2.0,25.42,2.0,76.0,190.0,2.0,26.0
9171,2001,CHH,Jamal Mashburn,28,76,2989,17.5,0.493,0.20800000000000002,0.262,3.5,18.4,11.0,26.8,1.5,0.3,12.0,27.1,,3.1,4.2,7.3,0.11800000000000001,,2.1,0.3,2.4,3.3,0.05,0.068,23.8,mashbja01,1.52,19880,82,0.17,0.506,343058,0.51,3.6,-0.92,0.22,-1.06,1.34,2.95,75.20%,2.22,4.95,-0.63,2.3,2.1,1.7,3.2,0.6,0.4,1.4,0.0,0.7,3.1,2.3,-1.5,4.1,-1.2,3.1,1.9,1.4,1.4,2.7,0.4,1.5,0.3,0.5,1.5,0.8,39.3,37.4,2.3,1.7,3.2,3.5,1.9,1.4,2.7,2.9,0.4,0.3,0.5,0.6,"$15,400,000 ","$16,500,000 ",2.6,2.4,0.73,3.2,"$15,300,000 ",3.1,"$14,900,000 ",8.8,7.3,1.4,8.5,3.0,3.0,28.18,7.0,80.0,240.0,3.0,28.0
9172,2001,TOR,Vince Carter,24,75,2979,25.0,0.551,0.24,0.303,6.5,9.3,7.9,19.2,2.0,1.9,8.2,30.7,,10.3,2.6,12.9,0.20800000000000002,,7.2,-0.6,6.6,6.4,0.166,0.042,28.2,cartevi01,1.79,19955,82,0.17,0.51,350676,0.49700000000000005,1.81,0.55,0.24,3.03,1.38,6.78,74.60%,5.06,0.89,0.25,7.0,2.1,5.2,6.7,1.0,0.5,5.3,0.1,0.7,7.7,5.7,2.8,3.5,0.0,-1.0,7.6,1.4,5.7,7.0,-0.6,1.5,-0.5,-0.2,8.3,0.7,39.7,37.7,7.0,5.2,6.7,7.4,7.6,5.7,7.0,7.6,-0.6,-0.5,-0.2,-0.3,"$30,900,000 ","$33,700,000 ",2.7,5.0,0.73,5.1,"$23,700,000 ",6.5,"$30,000,000 ",18.2,18.8,-0.6,17.7,2.3,3.0,24.02,2.0,78.0,215.0,2.0,24.0
9173,2001,PHI,Allen Iverson,25,71,2979,24.0,0.518,0.16899999999999998,0.397,1.9,8.3,5.2,23.0,3.2,0.5,10.0,35.9,,7.3,4.5,11.8,0.19,,4.8,-0.2,4.6,5.0,0.11800000000000001,0.07200000000000001,32.3,iversal01,3.92,19855,82,0.17,0.518,338643,0.518,0.41,1.32,0.18,0.12,1.63,3.47,75.00%,2.61,-2.1,1.36,4.8,2.1,3.6,5.1,-0.1,0.4,3.2,0.6,0.8,4.9,3.6,0.3,-0.3,0.1,3.6,5.0,1.4,3.7,5.0,-0.1,1.5,-0.1,0.1,5.1,0.8,42.0,39.7,4.8,3.6,5.1,5.9,5.0,3.7,5.0,5.8,-0.1,-0.1,0.1,0.1,"$23,700,000 ","$27,300,000 ",3.4,4.2,0.73,4.5,"$20,900,000 ",5.0,"$23,000,000 ",13.8,13.5,0.3,13.4,1.0,2.0,25.66,4.0,72.0,165.0,1.0,26.0
9174,2001,IND,Jalen Rose,28,72,2943,17.8,0.53,0.14,0.27699999999999997,1.5,12.0,6.9,28.7,1.2,1.0,13.2,25.5,,4.8,2.5,7.3,0.11900000000000001,,2.2,-0.6,1.6,2.7,0.078,0.040999999999999995,22.1,roseja01,-0.82,19980,82,0.17,0.519,341824,0.516,2.08,-0.93,0.29,-0.86,1.5,1.79,73.60%,1.32,-0.87,-0.02,1.8,2.1,1.3,2.8,0.1,0.4,1.6,-0.1,0.8,2.8,2.0,-1.1,1.1,-0.5,0.3,2.3,1.4,1.7,2.9,-0.5,1.5,-0.4,-0.2,2.8,0.7,40.9,38.7,1.8,1.3,2.8,3.2,2.3,1.7,2.9,3.3,-0.5,-0.4,-0.2,-0.2,"$13,300,000 ","$15,000,000 ",2.5,2.1,0.73,3.0,"$14,200,000 ",2.7,"$13,100,000 ",7.5,7.9,-0.4,7.4,2.3,3.0,28.01,6.0,80.0,210.0,2.0,28.0
9175,2001,POR,Rasheed Wallace,26,77,2940,20.9,0.56,0.138,0.272,6.2,17.9,12.2,12.9,1.6,3.4,10.7,23.4,,6.8,4.2,11.0,0.18,,2.2,1.5,3.7,4.2,0.111,0.069,20.9,wallara01,4.9,19780,82,0.17,0.539,337428,0.535,0.64,0.85,0.05,0.84,1.2,3.53,74.30%,2.62,3.1,0.56,4.1,2.1,3.0,4.5,0.1,0.3,1.2,-0.1,0.6,2.1,1.6,3.3,2.4,0.3,1.6,2.5,1.4,1.8,3.1,1.6,1.5,1.2,1.4,0.8,0.7,38.2,36.3,4.1,3.0,4.5,4.8,2.5,1.8,3.1,3.3,1.6,1.2,1.4,1.5,"$21,100,000 ","$22,400,000 ",2.8,3.5,0.73,4.0,"$18,700,000 ",4.4,"$20,600,000 ",12.2,8.3,3.9,11.9,3.8,4.0,26.38,5.0,82.0,225.0,4.0,26.0
9176,2001,SAC,Doug Christie,30,81,2939,14.8,0.5379999999999999,0.317,0.396,3.6,9.3,6.5,14.6,3.2,1.0,14.3,16.2,,4.3,4.4,8.7,0.141,,1.3,2.2,3.5,4.0,0.07,0.071,13.9,chrisdo01,6.38,20080,82,0.17,0.529,347996,0.528,-0.41,1.58,0.1,0.77,0.99,2.94,73.20%,2.15,4.22,0.69,3.6,2.1,2.7,4.1,-0.2,0.4,0.2,0.6,0.5,1.5,1.1,2.4,3.5,-0.1,4.0,1.4,1.4,1.0,2.2,2.3,1.5,1.7,1.9,-0.9,0.7,36.3,34.6,3.6,2.7,4.1,4.2,1.4,1.0,2.2,2.3,2.3,1.7,1.9,1.9,"$19,200,000 ","$19,500,000 ",2.7,3.2,0.73,3.8,"$17,700,000 ",4.1,"$19,100,000 ",11.1,6.0,5.1,11.0,2.1,2.0,30.74,8.0,78.0,200.0,2.0,31.0
