Player,Pos,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,MPG
Dale Davis,PF,78,77,2617,4.594573939625525,8.239969430645777,0.0,0.0,1.8570882690103172,3.975544516622086,3.466564768819259,6.286587695834926,1.0454719144058082,0.7703477264042797,1.5406954528085595,1.6369889186090945,3.273977837218189,11.046236148261368,14.3,0.5529999999999999,0.0,0.48200000000000004,12.4,21.1,16.9,4.6,1.2,3.4,14.1,14.8,2.6,3.7,6.2,0.115,0.1,0.3,0.4,33.55128205128205
Vinny Del Negro,SG,82,82,2766,6.221258134490238,12.52060737527115,0.7418655097613882,1.9522776572668112,2.3167028199566158,2.7852494577006506,0.4685466377440347,3.071583514099783,4.099783080260304,1.106290672451193,0.07809110629067245,1.3015184381778742,2.160520607375271,15.501084598698482,15.6,0.564,0.156,0.222,1.5,9.1,5.5,18.3,1.6,0.2,8.6,18.8,5.2,3.2,8.3,0.14400000000000002,0.4,0.7,1.1,33.73170731707317
Bison Dele,C,65,65,2157,6.942976356050069,12.78442280945758,0.016689847009735744,0.10013908205841446,3.2712100139082056,4.456189151599443,2.486787204450626,5.724617524339361,2.036161335187761,1.1682892906815021,0.9179415855354659,3.1710709318497914,3.7719054242002783,17.17385257301808,17.0,0.5820000000000001,0.008,0.349,8.2,19.5,13.7,9.4,1.7,1.9,17.7,22.2,2.1,1.9,4.0,0.09,-0.2,-0.4,-0.6,33.184615384615384
Vlade Divac,C,79,79,2470,6.034008097165992,11.761943319838057,0.0437246963562753,0.2623481781376518,2.754655870445344,4.299595141700405,2.88582995951417,7.010526315789473,3.8040485829959514,1.1076923076923078,1.9093117408906883,2.900404858299595,3.993522267206478,14.866396761133602,17.4,0.544,0.022000000000000002,0.366,9.5,22.2,16.0,16.3,1.6,3.7,17.5,20.6,2.2,4.0,6.1,0.11900000000000001,-0.2,1.6,1.4,31.265822784810126
Sherman Douglas,PG,69,62,2101,5.294621608757734,10.297953355544978,0.6682532127558306,1.7648738695859114,2.3131841980009518,3.0671108995716327,0.8396001903855307,1.8505473584007615,6.802475011899095,1.045216563541171,0.08567348881485007,2.8272251308900525,2.518800571156592,13.570680628272251,9.3,0.48200000000000004,0.083,0.47600000000000003,2.8,8.3,5.5,26.0,0.4,0.0,22.2,24.0,-0.3,0.0,-0.3,-0.053,-3.2,-3.6,-6.8,30.44927536231884
Clyde Drexler,SG,52,51,1997,5.9669504256384585,13.772658988482725,1.4061091637456185,4.236354531797697,4.777165748622934,6.093139709564347,1.7486229344016027,4.975463194792189,5.444166249374062,1.8928392588883327,0.4326489734601903,2.4156234351527295,2.7581372058087132,18.11717576364547,20.0,0.551,0.308,0.442,5.6,15.3,10.6,24.7,2.7,0.9,12.8,23.6,4.1,2.6,6.7,0.161,2.8,1.2,4.0,38.40384615384615
Joe Dumars,PG,67,40,2193,4.186046511627907,9.816689466484268,1.9863201094391245,4.891928864569083,2.6593707250342,3.233926128590971,0.45964432284541723,1.8057455540355676,4.350205198358413,0.7058823529411764,0.049247606019151846,1.5923392612859097,1.7400820793433653,13.017783857729137,13.7,0.579,0.498,0.32899999999999996,1.6,5.8,3.8,20.4,1.1,0.1,12.4,17.0,4.3,1.7,6.0,0.131,1.7,-0.5,1.1,32.73134328358209
Tyus Edney,PG,80,60,2481,4.425634824667473,10.737605804111245,0.7690447400241838,2.089480048367594,2.8585247883917777,3.656590084643289,0.9141475211608222,2.0024183796856105,7.1245465538089485,1.2914147521160821,0.04353083434099154,2.7859733978234584,2.9455864570737607,12.478839177750906,12.7,0.505,0.195,0.341,2.9,6.5,4.7,31.5,1.8,0.1,18.4,18.5,2.0,1.2,3.3,0.064,-0.5,-1.3,-1.8,31.0125
Blue Edwards,SF,82,82,2773,5.205914172376488,12.411107104219257,1.0905156869816084,3.180670753696358,2.038225748287054,2.7003245582401734,1.2722683014785432,3.2196177425171295,2.752253876667869,1.5319148936170213,0.5971871619184999,2.206996033177065,3.15470609448251,13.540569780021638,11.9,0.498,0.256,0.218,4.0,10.9,7.3,13.8,2.2,1.3,14.0,20.0,-0.7,2.5,1.9,0.032,-2.0,0.0,-1.9,33.81707317073171
Kevin Edwards,SG,34,33,1007,5.076464746772593,13.942403177755711,1.5014895729890767,3.7179741807348563,2.4309831181727906,3.0029791459781534,0.5004965243296922,2.1807348560079447,2.5382323733862964,1.9304865938430984,0.2502482621648461,2.4309831181727906,2.3952333664349554,14.085402184707052,9.8,0.461,0.267,0.215,1.5,6.8,4.1,12.1,2.8,0.5,13.7,21.5,-0.6,1.1,0.5,0.022000000000000002,-2.8,0.7,-2.1,29.61764705882353
Mario Elie,SF,45,16,1385,4.67870036101083,9.27942238267148,1.0657039711191336,3.301083032490975,2.5472924187725634,2.989169675090253,1.2216606498194946,2.8072202166064986,3.5870036101083036,1.1696750902527075,0.28592057761732853,1.5335740072202166,2.417328519855596,12.970397111913359,14.6,0.612,0.35600000000000004,0.322,3.9,8.6,6.3,15.4,1.7,0.6,12.6,15.1,2.8,1.0,3.8,0.133,0.9,0.4,1.3,30.77777777777778
Sean Elliott,SF,77,77,2901,6.514994829369183,13.985522233712512,1.997931747673216,4.864529472595656,4.045501551189245,5.249224405377456,0.8562564632885211,4.057911065149948,2.6184074457083764,0.8562564632885211,0.4095139607032058,2.4570837642192345,2.2088934850051705,19.073422957600826,16.3,0.585,0.348,0.375,2.8,12.1,7.6,11.8,1.2,0.8,13.1,23.4,4.1,3.6,7.7,0.128,1.9,-0.2,1.7,37.675324675324674
Dale Ellis,SF,81,52,2626,6.292460015232292,13.146991622239145,2.056359482102056,4.99009900990099,1.8644325971058644,2.453922315308454,1.2063975628332064,3.111957349581112,1.9055597867479055,0.7814166031987814,0.09596344249809596,1.3434881949733435,2.6184310738766183,16.505712109672505,14.7,0.58,0.38,0.187,3.9,10.0,6.9,9.1,1.1,0.2,8.6,19.3,4.7,1.5,6.2,0.114,1.5,-0.9,0.6,32.41975308641975
Patrick Ewing,C,76,76,2783,8.770391663672296,18.834351419331657,0.05174272367948257,0.362199065756378,4.5404240028745955,5.963348904060366,2.0309019044196908,8.395256916996047,2.069708947179303,0.8796263025512037,2.3801652892561984,2.858785483291412,3.1951131872080487,22.13295005389867,20.9,0.516,0.019,0.317,6.9,26.9,17.1,11.2,1.3,5.1,11.8,31.5,0.6,6.1,6.8,0.11599999999999999,0.3,1.3,1.6,36.61842105263158
Danny Ferry,PF,82,79,2680,5.66865671641791,12.344776119402985,1.9208955223880597,4.876119402985075,1.3835820895522388,1.8,0.9537313432835821,3.1970149253731344,2.565671641791045,0.7656716417910447,0.4970149253731343,1.6388059701492537,3.129850746268657,14.64179104477612,14.2,0.557,0.395,0.146,3.5,12.0,7.7,13.2,1.2,1.2,11.1,20.7,3.2,2.3,5.5,0.098,0.6,-0.7,-0.1,32.68292682926829
Michael Finley,SF,82,72,3212,5.211706102117061,10.938978829389788,0.6836861768368617,2.0846824408468243,2.7123287671232874,3.6201743462017433,1.5579078455790785,2.6338729763387296,3.2391033623910337,0.9526774595267745,0.34744707347447074,1.4906600249066002,2.2303860523038606,13.81942714819427,14.0,0.551,0.191,0.331,5.1,8.3,6.7,13.9,1.4,0.7,10.6,17.3,5.0,1.3,6.3,0.095,0.6,-0.8,-0.2,39.170731707317074
Rick Fox,SF,81,81,2588,5.856259659969088,12.908809891808346,1.3771251931993818,3.7836166924265844,2.7264296754250386,3.53323029366306,2.1978361669242656,4.061823802163833,5.132921174652241,1.571870170015456,0.5703245749613601,3.0046367851622873,4.034003091190108,15.816074188562597,16.1,0.547,0.293,0.27399999999999997,6.7,13.0,9.7,22.6,2.2,1.1,17.2,20.9,3.0,2.2,5.1,0.095,1.2,0.2,1.3,31.950617283950617
Kevin Garnett,SF,80,43,2293,5.66768425643262,11.539467945922372,0.12559965111208024,0.43959877889228083,1.6484954208460532,2.3392935019624943,2.747492368076755,5.11818578281727,2.2764936764064543,1.3501962494548625,2.056694286960314,1.7269952027911033,2.967291757522896,13.109463584823375,15.8,0.522,0.038,0.203,9.1,17.0,13.1,10.6,1.9,4.4,12.1,17.6,1.8,2.6,4.4,0.092,0.1,0.9,1.0,28.6625
Matt Geiger,C,77,50,2349,5.471264367816092,10.206896551724137,0.04597701149425287,0.12260536398467432,2.283524904214559,3.1417624521072796,3.0804597701149423,6.865900383141762,0.9195402298850575,0.7049808429118773,0.9655172413793103,2.099616858237548,4.444444444444445,13.272030651340996,14.2,0.573,0.012,0.308,10.2,23.6,16.8,4.1,1.0,2.0,15.3,17.2,2.4,1.9,4.3,0.08800000000000001,-1.8,-1.1,-2.9,30.506493506493506
Kendall Gill,SG,36,36,1265,5.094071146245059,10.586561264822134,0.48379446640316204,1.5367588932806324,2.532806324110672,3.3296442687747034,1.5936758893280631,3.78498023715415,6.403162055335968,1.1952569169960474,0.6260869565217391,3.1304347826086953,2.8743083003952568,13.204743083003953,15.3,0.5479999999999999,0.145,0.315,5.3,13.0,9.1,27.8,1.7,1.3,20.6,19.1,1.3,0.7,2.0,0.077,1.1,0.2,1.3,35.138888888888886
Armen Gilliam,SF,78,76,2856,7.260504201680672,15.327731092436975,0.0,0.012605042016806723,3.491596638655462,4.411764705882353,3.03781512605042,5.949579831932773,1.7647058823529411,0.9201680672268908,0.6680672268907564,2.23109243697479,2.26890756302521,18.01260504201681,17.6,0.522,0.001,0.28800000000000003,9.1,18.6,13.7,9.4,1.3,1.4,11.4,23.7,3.3,3.4,6.7,0.113,1.2,-0.4,0.8,36.61538461538461
Brian Grant,PF,78,75,2398,6.410341951626355,12.640533778148457,0.060050041701417846,0.25521267723102586,3.933277731442869,5.374478732276897,2.6271893244370306,5.554628857381151,1.9065888240200166,0.6005004170141784,1.5462885738115095,2.7773144286905755,4.03836530442035,16.814011676396998,15.8,0.56,0.02,0.425,8.4,17.9,13.2,9.2,0.9,3.2,15.6,21.7,2.4,2.3,4.7,0.094,-0.6,-0.3,-0.9,30.743589743589745
Harvey Grant,PF,76,75,2394,4.7218045112781954,10.210526315789473,0.3157894736842105,1.007518796992481,0.9022556390977443,1.6541353383458646,1.7593984962406015,3.669172932330827,1.6691729323308269,0.9022556390977443,0.6466165413533834,1.2330827067669172,2.601503759398496,10.661654135338345,10.4,0.48700000000000004,0.099,0.162,5.6,11.6,8.6,7.3,1.3,1.3,10.1,14.8,0.9,3.1,4.0,0.081,-1.9,1.0,-0.9,31.5
Horace Grant,PF,63,62,2286,5.464566929133858,10.661417322834646,0.015748031496062992,0.09448818897637795,2.393700787401575,3.2598425196850394,2.8031496062992125,6.330708661417323,2.677165354330709,0.9763779527559056,1.1653543307086613,1.0078740157480315,2.267716535433071,13.338582677165354,17.9,0.551,0.009000000000000001,0.306,9.3,20.0,14.8,11.4,1.4,2.4,7.7,16.5,5.0,3.1,8.0,0.16899999999999998,1.7,0.7,2.4,36.285714285714285
Tom Gugliotta,PF,78,78,2835,6.006349206349206,12.749206349206348,0.33015873015873015,1.092063492063492,3.6698412698412697,4.749206349206349,2.234920634920635,6.526984126984127,3.022222222222222,1.765079365079365,1.2190476190476192,2.9714285714285715,3.365079365079365,16.012698412698413,16.9,0.54,0.086,0.373,7.4,21.7,14.6,14.4,2.5,2.6,16.7,21.9,1.5,3.7,5.3,0.08900000000000001,0.0,1.0,1.0,36.34615384615385
Anfernee Hardaway,PG,82,82,3015,7.438805970149254,14.507462686567164,1.0626865671641792,3.3791044776119405,5.313432835820896,6.925373134328359,1.5402985074626865,2.6865671641791047,6.949253731343283,1.982089552238806,0.48955223880597015,2.734328358208955,1.9104477611940298,21.253731343283583,24.6,0.605,0.233,0.47700000000000004,5.1,8.5,6.8,32.2,2.9,1.0,13.5,25.5,11.0,3.4,14.4,0.22899999999999998,6.2,1.0,7.2,36.76829268292683
Tim Hardaway,PG,52,18,1487,6.173503698722259,14.671149966375252,2.057834566240753,5.616677874915938,3.389374579690652,4.406186953597848,0.5326160053799596,2.638870208473436,8.715534633490249,1.7915265635507733,0.2663080026899798,3.026227303295225,3.171486213853396,17.794216543375924,18.5,0.536,0.38299999999999995,0.3,1.7,8.5,5.1,40.2,2.6,0.5,15.4,23.8,3.0,1.0,3.9,0.127,3.3,-0.8,2.5,28.596153846153847
Derek Harper,PG,82,82,2893,5.425509851365365,11.684756308330453,1.505703422053232,4.044244728655375,1.94123746975458,2.5634289664707914,0.3982025578983754,2.1154510888351195,4.380228136882129,1.6301417213964742,0.062219149671621156,2.215001728309713,2.5012098167991703,14.29796059453854,13.9,0.5579999999999999,0.34600000000000003,0.21899999999999997,1.3,6.8,4.1,20.1,2.4,0.1,14.7,19.4,2.6,3.7,6.3,0.105,-0.2,0.7,0.5,35.28048780487805
Hersey Hawkins,SG,82,82,2823,5.649309245483527,11.936238044633368,1.8618490967056323,4.845908607863974,3.175345377258236,3.6344314558979804,1.0967056323060573,2.6907545164718383,2.780021253985122,1.900106269925611,0.17853347502656747,2.0913921360255046,2.1934112646121147,16.335812964930923,16.1,0.603,0.406,0.304,3.8,8.4,6.2,12.5,2.7,0.4,13.4,19.4,5.3,4.2,9.5,0.161,1.9,0.9,2.8,34.426829268292686
Grant Hill,SF,80,80,3260,6.228220858895706,13.483435582822086,0.05521472392638037,0.2871165644171779,5.355828220858896,7.133742331288344,1.4024539877300615,7.244171779141104,6.051533742331289,1.1042944785276074,0.5300613496932516,2.9042944785276075,2.67239263803681,17.867484662576686,20.9,0.537,0.021,0.529,4.9,23.4,14.5,31.4,1.7,1.2,14.9,25.9,6.0,5.7,11.7,0.172,3.1,1.7,4.8,40.75
Jeff Hornacek,SG,82,59,2588,6.1483771251932,12.241112828438949,1.446676970633694,3.1020092735703244,3.6027820710973724,4.034003091190108,0.8624420401854714,2.044822256568779,4.72952086553323,1.474497681607419,0.2782071097372488,1.76661514683153,2.3786707882534777,17.346213292117465,19.1,0.619,0.253,0.33,3.0,6.8,5.0,21.2,2.2,0.6,11.2,20.1,7.9,2.4,10.2,0.19,3.8,0.6,4.4,31.5609756097561
Robert Horry,SF,71,71,2634,4.100227790432802,10.004555808656036,1.9407744874715263,5.302961275626424,1.5170842824601367,1.9544419134396356,1.325740318906606,4.305239179954442,3.8405466970387243,1.5854214123006833,1.489749430523918,2.1867881548974943,2.69248291571754,11.658314350797268,13.7,0.537,0.53,0.195,4.3,13.2,8.9,16.1,2.3,2.9,16.8,16.3,1.5,3.4,4.9,0.08900000000000001,0.7,1.6,2.3,37.098591549295776
Allan Houston,SG,82,75,3072,6.609375,14.578125,2.23828125,5.23828125,3.4921875,4.2421875,0.6328125,2.8828125,2.9296875,0.71484375,0.1875,2.73046875,2.73046875,18.94921875,15.7,0.5760000000000001,0.359,0.29100000000000004,2.2,9.3,5.9,15.5,1.1,0.4,14.2,25.4,4.2,3.0,7.1,0.11199999999999999,1.9,-0.9,1.0,37.46341463414634
Juwan Howard,PF,81,81,3294,8.010928961748634,16.39344262295082,0.04371584699453552,0.14207650273224043,3.4863387978142075,4.655737704918033,2.0546448087431695,5.158469945355192,3.9344262295081966,0.73224043715847,0.4262295081967213,3.3114754098360657,2.939890710382514,19.55191256830601,17.0,0.53,0.009000000000000001,0.284,6.9,16.5,11.8,18.7,1.0,0.8,15.2,27.0,2.5,3.1,5.6,0.08199999999999999,0.6,-1.0,-0.4,40.666666666666664
Jim Jackson,SG,82,82,2820,7.263829787234042,16.69787234042553,1.5446808510638297,4.251063829787234,4.404255319148936,5.336170212765957,2.2085106382978723,3.025531914893617,3.0,0.6,0.2808510638297872,2.4382978723404256,2.106382978723404,20.47659574468085,16.6,0.5379999999999999,0.255,0.32,5.9,9.7,7.6,14.3,0.8,0.5,11.3,24.9,4.8,0.6,5.4,0.092,1.8,-2.1,-0.3,34.390243902439025
Mark Jackson,PG,81,81,2643,4.031782065834279,8.526674233825199,0.8717366628830874,2.0295119182746877,2.0431328036322363,2.601589103291714,0.8989784335981839,3.282633371169126,8.649262202043133,1.362088535754824,0.0681044267877412,2.737797956867196,2.0839954597048806,10.978433598183882,15.9,0.568,0.23800000000000002,0.305,3.2,11.0,7.3,37.4,2.0,0.2,22.1,15.8,4.6,2.6,7.2,0.13,2.5,0.2,2.7,32.629629629629626
Avery Johnson,PG,82,82,3084,5.1128404669260705,10.354085603112841,0.07003891050583658,0.36186770428015563,2.2062256809338523,3.058365758754864,0.43190661478599224,1.972762645914397,9.210116731517509,1.3891050583657587,0.24513618677042803,2.2762645914396886,2.0894941634241246,12.501945525291829,16.3,0.534,0.035,0.295,1.4,5.9,3.7,39.1,2.0,0.5,16.3,17.5,5.6,3.5,9.1,0.141,1.4,0.3,1.7,37.609756097560975
Kevin Johnson,PG,56,55,2007,6.134529147982063,12.089686098654708,0.37668161434977576,1.0224215246636772,6.134529147982063,7.139013452914798,0.7533632286995515,3.210762331838565,9.27354260089686,1.4708520179372198,0.23318385650224216,3.0493273542600896,2.5829596412556053,18.780269058295964,22.8,0.617,0.085,0.591,2.5,10.2,6.4,41.5,2.1,0.5,16.7,22.6,6.9,1.3,8.2,0.195,4.5,0.3,4.7,35.839285714285715
Larry Johnson,PF,81,81,3274,6.410507025045815,13.469761759315821,0.7367135003054367,2.012217470983506,4.695174098961515,6.201588271227855,2.7379352474037875,4.772144166157605,3.9034819792302993,0.6047648136835675,0.47281612706169823,2.0012217470983504,1.9022602321319486,18.25290164935858,19.8,0.563,0.149,0.46,9.0,16.4,12.7,18.0,0.9,1.0,11.0,22.9,8.8,1.3,10.1,0.149,3.9,-1.1,2.8,40.41975308641975
Magic Johnson,PF,32,9,958,5.148225469728601,11.048016701461377,0.8267223382045928,2.1795407098121085,6.463465553235908,7.553235908141962,1.5031315240083507,5.3736951983298535,8.267223382045929,0.9770354906054279,0.48851774530271397,3.870563674321503,1.8037578288100207,17.5866388308977,21.1,0.612,0.19699999999999998,0.684,5.0,17.0,11.1,34.1,1.4,1.0,21.2,22.7,2.6,1.1,3.6,0.18100000000000002,4.7,0.5,5.2,29.9375
Eddie Jones,SG,70,66,2184,5.554945054945055,11.291208791208792,1.3681318681318682,3.741758241758242,2.241758241758242,3.032967032967033,0.7417582417582418,3.098901098901099,4.054945054945055,2.1263736263736264,0.7417582417582418,1.6318681318681318,2.6703296703296706,14.71978021978022,17.0,0.583,0.331,0.26899999999999996,2.4,9.8,6.2,17.0,3.1,1.4,11.4,17.8,4.1,2.7,6.8,0.15,1.4,1.9,3.3,31.2
Popeye Jones,PF,68,68,2322,5.069767441860465,11.364341085271318,0.21705426356589147,0.6046511627906976,1.5813953488372092,2.062015503875969,4.0310077519379846,7.395348837209302,2.046511627906977,0.8372093023255813,0.41860465116279066,1.689922480620155,4.062015503875969,11.937984496124031,13.4,0.486,0.053,0.18100000000000002,10.8,23.6,16.6,8.8,1.2,0.8,12.1,16.2,1.7,1.9,3.7,0.076,-1.9,-0.8,-2.7,34.14705882352941
Michael Jordan,SG,82,82,3090,10.671844660194175,21.553398058252426,1.2932038834951456,3.029126213592233,6.384466019417476,7.654368932038835,1.7242718446601941,4.601941747572815,4.100970873786408,2.0970873786407767,0.4893203883495146,2.295145631067961,2.2718446601941746,29.021359223300973,29.4,0.5820000000000001,0.141,0.355,5.6,14.9,10.2,21.2,3.1,1.0,8.4,33.3,14.2,6.2,20.4,0.317,8.3,2.2,10.5,37.68292682926829
Shawn Kemp,PF,79,76,2631,7.197263397947549,12.820980615735461,0.06841505131128849,0.16419612314709237,6.745724059293044,9.08551881413911,3.7765108323831242,8.592930444697833,2.3671607753705817,1.272519954389966,1.7377423033067276,4.310148232611175,4.091220068415051,21.20866590649943,22.6,0.631,0.013000000000000001,0.7090000000000001,13.0,26.9,20.3,11.5,1.8,3.8,20.4,26.2,5.2,6.1,11.2,0.205,1.5,1.3,2.8,33.30379746835443
Jason Kidd,PG,81,81,3034,5.8497033618984835,15.342122610415293,1.5781147000659195,4.69874752801582,2.7172050098879366,3.92748846407383,2.4087013843111404,4.152933421226104,9.290705339485827,2.076466710613052,0.3085036255767963,3.8918918918918917,1.8391562294001318,15.994726433750824,17.8,0.46799999999999997,0.306,0.256,6.5,13.3,9.6,41.5,2.9,0.6,18.6,24.3,1.7,2.6,4.3,0.068,2.3,-0.3,2.0,37.45679012345679
Christian Laettner,C,44,44,1518,6.711462450592885,13.802371541501975,0.2134387351778656,0.7351778656126482,5.146245059288537,6.308300395256917,2.324110671936759,4.83794466403162,3.0592885375494068,0.9486166007905138,1.0197628458498023,2.6561264822134385,3.7233201581027666,18.782608695652172,18.0,0.5660000000000001,0.053,0.457,7.7,16.1,11.9,15.0,1.4,2.2,13.8,23.7,2.5,1.2,3.7,0.11599999999999999,1.5,-0.3,1.2,34.5
Andrew Lang,C,51,51,1815,5.573553719008265,12.277685950413224,0.0,0.059504132231404966,1.8842975206611572,2.340495867768595,2.2016528925619836,4.423140495867769,1.2297520661157026,0.6942148760330579,1.6859504132231407,1.8644628099173555,3.5305785123966946,13.031404958677687,12.4,0.49,0.005,0.191,6.9,15.1,10.9,5.7,1.0,3.6,12.3,18.9,0.4,1.8,2.2,0.057999999999999996,-2.5,-0.4,-2.9,35.588235294117645
Grant Long,PF,82,82,3008,4.727393617021277,10.029255319148936,0.37101063829787234,1.0292553191489362,3.0757978723404253,4.033244680851064,2.9680851063829787,6.462765957446808,2.190159574468085,1.2925531914893618,0.40691489361702127,1.8789893617021276,2.788563829787234,12.90159574468085,16.2,0.546,0.10300000000000001,0.402,9.4,22.1,15.5,9.7,1.9,0.9,13.7,17.1,4.7,3.8,8.4,0.134,0.6,0.2,0.7,36.68292682926829
Dan Majerle,SF,82,15,2367,4.608365019011407,11.376425855513308,2.220532319391635,6.2965779467680605,1.8250950570342206,2.5703422053231937,1.064638783269962,3.574144486692015,3.2547528517110265,1.231939163498099,0.5171102661596958,1.414448669201521,1.9923954372623573,13.262357414448669,15.1,0.53,0.5529999999999999,0.226,3.9,13.4,8.6,15.9,2.0,1.3,10.2,19.5,3.0,2.6,5.5,0.11199999999999999,1.7,0.2,1.9,28.865853658536587
Karl Malone,PF,82,82,3113,9.12431737873434,17.57789913266945,0.18503051718599423,0.4625762929649856,5.920976549951815,8.187600385480245,2.0237712817218116,7.274012206874398,3.9897205268230005,1.5958882107292003,0.6476068101509798,2.3013170575008033,2.8332797944105366,24.35464182460649,26.0,0.575,0.026000000000000002,0.466,7.1,24.2,15.8,20.6,2.4,1.5,9.8,29.8,9.9,5.3,15.1,0.233,5.6,1.4,7.0,37.96341463414634
Jamal Mashburn,SF,18,18,669,7.802690582959642,20.609865470852018,1.883408071748879,5.488789237668161,5.219730941704036,7.15695067264574,1.9910313901345293,3.2286995515695067,2.690582959641256,0.7533632286995516,0.16143497757847536,2.9596412556053813,2.0986547085201797,22.708520179372197,14.4,0.478,0.266,0.34700000000000003,5.3,10.3,7.6,13.2,1.1,0.3,11.1,30.9,0.0,0.2,0.2,0.013999999999999999,1.0,-2.5,-1.5,37.166666666666664
Anthony Mason,SF,82,82,3457,4.67573040208273,8.31009545849002,0.0,0.0,3.103268730112814,4.311252531096326,2.29100376048597,5.665027480474399,3.780156204801851,0.7185420885160543,0.35406421752964995,2.197280879375181,2.561758750361585,12.454729534278275,15.8,0.61,0.0,0.519,7.8,18.1,13.1,16.7,1.1,0.8,17.7,16.1,6.3,5.0,11.3,0.157,1.0,0.9,1.9,42.15853658536585
Vernon Maxwell,PG,75,57,2467,5.9829752736116735,15.351438994730442,2.1305229023104983,6.712606404539927,3.6627482772598294,4.844750709363599,0.5691122821240373,2.772598297527361,4.815565464126469,1.4008917713822455,0.1751114714227807,3.1374138629914876,2.6558573165788406,17.759221726793676,13.9,0.508,0.43700000000000006,0.316,1.8,9.1,5.4,24.7,2.0,0.4,15.2,25.6,0.4,0.5,0.9,0.018000000000000002,0.0,-1.7,-1.7,32.89333333333333
George McCloud,SF,79,63,2846,6.704146170063247,16.203794799718903,3.2508784258608574,8.576247364722418,2.2768798313422347,2.833450456781448,1.467322557976107,3.326774420238932,2.6816584680252986,1.4293745607870696,0.48067463106113845,2.099789177793394,2.6816584680252986,18.936050597329587,15.9,0.5429999999999999,0.529,0.175,3.9,10.6,7.0,12.5,2.0,0.9,10.7,22.6,4.2,1.6,5.8,0.098,1.9,-0.6,1.4,36.0253164556962
Antonio McDyess,PF,76,75,2280,6.742105263157895,13.910526315789474,0.0,0.06315789473684211,2.6210526315789475,3.836842105263158,3.6157894736842104,5.41578947368421,1.1842105263157896,0.8526315789473684,1.8,2.431578947368421,3.947368421052632,16.105263157894736,15.6,0.516,0.005,0.276,11.6,17.4,14.5,5.8,1.2,3.6,13.5,22.4,0.9,2.7,3.6,0.075,-1.4,-0.5,-1.9,30.0
Derrick McKey,SF,75,75,2440,5.104918032786886,10.504918032786886,0.25081967213114753,1.0032786885245901,2.5081967213114753,3.2606557377049183,1.8147540983606558,3.511475409836066,3.865573770491803,1.2245901639344263,0.6491803278688525,2.1098360655737705,3.6295081967213116,12.968852459016393,14.2,0.5429999999999999,0.096,0.31,6.5,11.8,9.2,17.5,1.8,1.4,15.0,17.9,3.1,2.6,5.7,0.11199999999999999,0.7,1.2,1.9,32.53333333333333
Oliver Miller,PF,76,72,2516,5.980922098569158,11.375198728139905,0.0,0.1573926868044515,2.0890302066772657,3.1621621621621623,2.5325914149443562,5.508744038155803,3.1335453100158985,1.5453100158982513,2.04610492845787,2.890302066772655,3.9634340222575517,14.05087440381558,16.2,0.55,0.013999999999999999,0.278,8.3,18.3,13.3,14.2,2.2,4.3,18.5,19.2,1.3,2.4,3.8,0.07200000000000001,-0.9,0.9,0.0,33.10526315789474
Reggie Miller,SG,76,76,2621,6.922548645555132,14.641739793971768,2.307516215185044,5.6314383822968335,5.906142693628387,6.840137352155666,0.5219381915299505,2.4173979397176653,3.4750095383441435,1.0576115986264785,0.17855780236550936,2.5959557420831745,2.4036627241510873,22.058756199923693,20.1,0.625,0.385,0.467,1.9,8.1,5.1,17.2,1.6,0.4,12.8,25.8,8.3,2.0,10.3,0.188,5.1,-0.4,4.7,34.48684210526316
Chris Mills,SF,80,80,3060,5.341176470588235,11.423529411764706,0.9294117647058824,2.4705882352941178,2.564705882352941,3.0941176470588236,1.3176470588235294,3.8941176470588235,2.211764705882353,0.8588235294117647,0.611764705882353,1.423529411764706,2.835294117647059,14.176470588235293,15.2,0.5539999999999999,0.21600000000000003,0.271,4.8,14.6,9.6,11.2,1.4,1.5,10.0,19.9,4.7,3.1,7.8,0.122,0.1,-0.2,-0.1,38.25
Alonzo Mourning,C,70,70,2671,7.58816922500936,14.502433545488582,0.12130288281542494,0.40434294271808313,6.577311868214152,9.596405840509172,2.938225383751404,6.860351928116811,2.1430175964058407,0.943466866342194,2.5473605391239236,3.531261699737926,3.302134032197679,21.874953201048296,22.7,0.584,0.027999999999999997,0.662,9.7,21.7,15.9,11.4,1.4,5.5,15.9,28.1,4.4,5.5,9.9,0.17800000000000002,2.2,2.0,4.2,38.15714285714286
Chris Mullin,SF,55,19,1617,5.98886827458256,12.0,1.313543599257885,3.339517625231911,3.0500927643784785,3.562152133580705,0.9795918367346939,2.5602968460111315,4.319109461966605,1.6697588126159555,0.712430426716141,2.7161410018552874,2.8274582560296846,16.341372912801482,16.7,0.602,0.278,0.297,3.1,8.3,5.7,19.8,2.4,1.4,16.7,19.7,2.9,1.1,4.0,0.11699999999999999,1.9,0.2,2.1,29.4
